Unnamed: 0,Florianópolis,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2021-10-01 00:00:00,180.33935164570903,214.77375502676483,172.77139754993837,176.88279047518216,146.93985958512945,0.011193995593847816,0.012028385633826355,0.011967231056498884,0.009561371343310032,0.011504572396127788,0.144531348411723,0.17758853829024268,0.13369819716702236,0.1422254436057273,0.07399342253089847,8378.556227438541,8587.378901909377,8050.012221902144,8561.671051432513,8697.302538202759,134.52892051381374,.,.,.,.,0.01931721520637053,.,.,.,.,0.09395101983515097,.,.,.,.,29.08889274582576,.,.,.,.,0.003428678280080364,.,.,.,.,90.00825608210236,-0.005457027648435808,-0.04340984704272033,8076.485510434677,98.87955303228793,0.002107437515046273,0.008328623922740475,35.5494166028058,0.004057065541076346
,2021-11-01 00:00:00,182.5405754154048,216.83031470893656,174.95481189997471,179.45300579418665,147.72625365806036,0.012206009113419958,0.00957547015889082,0.01263759152845445,0.014530612684816813,0.005351809067677182,0.151210793691541,0.17628801253517712,0.14006932185783083,0.15602103790164534,0.07491886541900694,8480.824961107957,8669.607092327698,8151.74498816161,8686.077377415688,8743.848840791044,136.37626958902743,.,.,.,.,0.01373198467777792,.,.,.,.,0.1074266765458316,.,.,.,.,29.488340975304965,.,.,.,.,0.003434330886547602,.,.,.,.,89.76477169624947,-0.002705133911613533,-0.03774757395134998,8054.637535593744,99.0776254156945,0.002003168272230127,0.0001644252172596783,35.620628066240826,0.004059989909881119
,2021-12-01 00:00:00,185.39534872794582,219.22036789669625,178.34634820737176,182.4289900053227,147.54340787414722,0.015639116432302647,0.011022689290323573,0.019385213076254626,0.016583640925742937,-0.0012377338447665531,0.15735605240343986,0.16743832640000034,0.15063893784945437,0.17041468435552276,0.06326079374274718,8613.457570116703,8765.169477575611,8309.768301700413,8830.124165695968,8733.026283147276,138.38664515160616,.,.,.,.,0.014741388429504898,.,.,.,.,0.11586300819917605,.,.,.,.,29.92304006376362,.,.,.,.,0.00343396606967031,.,.,.,.,89.91934663400997,0.0017220000100213184,-0.03416708514208955,8068.507621510755,99.31833023346822,0.0024294568704468222,-0.0013484396911056518,35.70716684582599,0.004054335756135294
,2022-01-01 00:00:00,187.66627362943288,221.63076124424472,180.93578246039047,184.67975498536322,146.98462487526183,0.01224909317881262,0.010995298341458515,0.01451913245797365,0.01233775936584891,-0.0037872447636700945,0.16133136121802805,0.16922122901038295,0.15545531846015304,0.17648834652486634,0.0559086744804238,8718.96461448481,8861.545130995002,8430.418928367872,8939.068112822892,8699.952175085435,140.711558004828,.,.,.,.,0.016800124395492277,.,.,.,.,0.12480033544574476,.,.,.,.,30.425750859126147,.,.,.,.,0.0034264450819618286,.,.,.,.,90.65374347370813,0.008167283984917173,-0.023555580892389516,8134.405414590102,100.02384018414939,0.007103522069115797,0.002656094812608867,35.96081349354091,0.0040300341066167675
,2022-02-01 00:00:00,189.67477997492824,224.31409603915463,183.24663886930247,186.32376310924252,146.2709097739269,0.010702542905825396,0.012107230872851593,0.012771693788197425,0.008901940139619535,-0.004855712643010435,0.1635132881891681,0.17214234676847262,0.16167705448074887,0.17418373972289047,0.04819671850665497,8812.279707365708,8968.833903786151,8538.089657427208,9018.643162067223,8657.707707315287,144.06732446392925,.,.,.,.,0.023848548809232373,.,.,.,.,0.13456392023934471,.,.,.,.,31.15136086354756,.,.,.,.,0.003475161619235134,.,.,.,.,91.05125581157644,0.0043849522660208695,-0.02125875249178044,8170.07439404554,100.87653660311516,0.008524931830210747,0.014993335446364942,36.267376977132265,0.004050236858947253
,2022-03-01 00:00:00,190.52472061181436,225.87554745781367,184.28537243197064,186.61297016434443,146.3659376708936,0.004481041902347105,0.00696100444078418,0.005668499946724914,0.0015521748287810055,0.0006496705128420377,0.15923585965579146,0.17683022185316388,0.1603302353416216,0.1594731219473109,0.04331190961521636,8851.767901989617,9031.265996419063,8586.487818195468,9032.64167297314,8663.332364721537,148.46798855601799,.,.,.,.,0.030545886157485658,.,.,.,.,0.1590698986190613,.,.,.,.,32.10290678613624,.,.,.,.,0.003569786400174266,.,.,.,.,91.30299768347437,0.0027648369004256157,-0.01936580649085562,8192.663317209419,102.08035606289093,0.011933592293240869,0.019012507225740327,36.70017706752264,0.004108344141587168
,2022-04-01 00:00:00,192.25510154679253,229.26615078721625,186.01778274321612,187.36155094978147,147.8046016609512,0.009082185920134433,0.015010935745649157,0.00940069354601114,0.004011408128694383,0.009829226751462139,0.15635686252338332,0.17471348148411314,0.1615473887585248,0.15000113120419134,0.04621277591064188,8932.161303797366,9166.833749993177,8667.20675881088,9068.875285203689,8748.486222957667,153.97039970086948,.,.,.,.,0.0370612628241771,.,.,.,.,0.19643255271753612,.,.,.,.,33.292681051957295,.,.,.,.,0.003672042130142797,.,.,.,.,91.85100078489269,0.006002027483458017,-0.017334693848469418,8241.835907602028,103.13294497481066,0.010311375787827703,0.02455865086400033,37.07860638474568,0.004128669336880773
,2022-05-01 00:00:00,193.39816884536123,231.14146640411067,187.36728717767556,187.7308178819988,149.45782893194658,0.005945575900832445,0.008179644533025332,0.007254706590726023,0.001970878925507513,0.011185221924197686,0.14742668372455303,0.16224140876330662,0.1549637056988593,0.13872343242352714,0.05263641140611974,8985.26814678757,9241.81519156146,8730.08480080721,9086.748940381352,8846.339982862235,159.42247449666127,.,.,.,.,0.035409889214965684,.,.,.,.,0.2425088103460471,.,.,.,.,34.4715711996763,.,.,.,.,0.0037848227297259396,.,.,.,.,92.49746842437752,0.007038220966136155,-0.0006404488443635392,8299.843769886367,104.72561267416486,0.015442860666329272,0.040782010850400896,37.65120613684698,0.004183945087309578
,2022-06-01 00:00:00,195.49382095162082,235.05105448469246,189.672615576188,188.7196009951471,149.72870194963818,0.0108359459594225,0.01691426528265838,0.012303793438212862,0.005267026076505976,0.0018123708850001918,0.1454579439106003,0.16139000919355717,0.15854217719532815,0.12869329186742262,0.051971520513803604,9082.63202685708,9398.133705404833,8837.497960894423,9134.609084001006,8862.372831885988,164.13249139162912,.,.,.,.,0.029544246567735355,.,.,.,.,0.27530410938298955,.,.,.,.,35.49000779877677,.,.,.,.,0.0038540502037586123,.,.,.,.,93.11350176710245,0.006660002194855519,0.01951286497613447,8355.120747610768,105.8974946582871,0.011190022709805847,0.06124933473649552,38.07252398856988,0.004220874501116041
,2022-07-01 00:00:00,196.67459941052695,236.02332771863982,191.82343279735142,189.06784285953026,149.426033295862,0.006039978415472991,0.004136434257139943,0.011339629680487295,0.0018452872014715904,-0.0020214471229302866,0.13421628804186025,0.14669642658034765,0.15545531543682278,0.10901390703739766,0.0492501729819943,9137.49092825498,9437.008467617052,8937.711915073029,9151.46506123416,8844.458013822637,168.13887056871297,.,.,.,.,0.02440942157835413,.,.,.,.,0.3043781374920851,.,.,.,.,36.356298360956195,.,.,.,.,0.0039251514971103355,.,.,.,.,93.15741413929946,0.00047160048074279537,0.02876513746762499,8359.061026572006,106.86539862787247,0.009140008200464234,0.079181297133325,38.42050717003778,0.004273781460176586
,2022-08-01 00:00:00,199.01767208673763,239.42291692422938,194.94995879624693,190.09270607062587,149.84854662686072,0.011913448321406728,0.014403615263158143,0.01629897845795769,0.005420610906620604,0.002827575099729529,0.13136106200571507,0.14631144404562124,0.1575041489256066,0.09837991104392763,0.04511187399323591,9246.349954216068,9572.935506819775,9083.387489040235,9201.071592556644,8869.466383073124,171.93156681452277,.,.,.,.,0.022556927098305035,.,.,.,.,0.31846960691258897,.,.,.,.,37.17638473264851,.,.,.,.,0.003969303639698101,.,.,.,.,92.82574278113198,-0.0035603323818277355,0.02657992201974113,8329.299990917427,107.12418507019159,0.002421611163593518,0.08647062111372339,38.513546699111664,0.004310934873282164
,2022-09-01 00:00:00,200.82307576839938,242.00768037389227,196.9748125637411,191.3198457520519,150.6136049554241,0.00907157471360076,0.010795806361681315,0.010386530882063205,0.006455480101220212,0.005105543869360796,0.1260497863641159,0.14035647441772303,0.15373295860726244,0.09196109651906559,0.03679389995070648,9330.228908653839,9676.283064864265,9177.732373708897,9260.468927132295,8914.749832789725,175.98134093639834,.,.,.,.,0.02355456997750971,.,.,.,.,0.333399611670512,.,.,.,.,38.0520584883445,.,.,.,.,0.004030475177299206,.,.,.,.,92.60457308104198,-0.0023826332379744963,0.02323088319095379,8309.454323910006,107.64894052133384,0.004898571231122251,0.09098191313443693,38.70220805098041,0.00435941797870347
,2022-10-01 00:00:00,203.12614324324986,246.45031008925608,198.8787433905192,193.17593205757132,150.3808439123051,0.011468141626844286,0.018357391420388502,0.009665859314687664,0.009701483388842469,-0.0015454184446875852,0.12635507109012623,0.14748801620823615,0.1511091894307024,0.09211264441621969,0.023417637235335187,9437.229295189158,9853.914380580456,9266.443043661022,9350.30921260176,8900.972813968356,178.62680102959771,.,.,.,.,0.015032616975884316,.,.,.,.,0.3277947994182848,.,.,.,.,38.624080508743724,.,.,.,.,0.004044925525805782,.,.,.,.,92.53870820965234,-0.0007112485830693682,0.02811355577472563,8303.544236296046,109.71397158698788,0.019183013373408775,0.10957188035793508,39.44463302560281,0.004468491333415164
,2022-11-01 00:00:00,204.72982990661967,249.81483405292414,200.03919036141212,194.55525482295087,149.8483803583152,0.007895028368895662,0.013651936418540345,0.005834947220147546,0.007140241285174653,-0.003540767162474534,0.12155793001484261,0.1521213460777593,0.14337632780159648,0.0841571249360118,0.014365264451685844,9511.736488198449,9988.43939317788,9320.512249739286,9417.072676470729,8869.456541714579,180.01538639486537,.,.,.,.,0.007773667541846496,.,.,.,.,0.3199905448165232,.,.,.,.,38.924331269728214,.,.,.,.,0.004039111949231999,.,.,.,.,92.68933174170301,0.001627681377499135,0.03258026495460631,8317.059760616705,110.58507484049078,0.00793976592864687,0.11614579352820686,39.75781417896747,0.004512389734727441
,2022-12-01 00:00:00,206.40012942169488,252.74000078335254,201.42026714098841,196.08923998127707,149.69200495302857,0.00815855469541038,0.011709339605544322,0.006904031040523062,0.007884573252581406,-0.0010435575273668452,0.11329723662362245,0.1529038255352797,0.12937701929723566,0.07487982022789152,0.014562474256485158,9589.338510585745,10105.397422161996,9384.861355625062,9491.322275813245,8860.200753576819,180.67391023479843,.,.,.,.,0.00365815307858508,.,.,.,.,0.305573309020285,.,.,.,.,39.066722431994435,.,.,.,.,0.004013506200668403,.,.,.,.,92.79673968781971,0.0011587951288289933,0.03199971042406835,8326.697528953486,111.7331416148322,0.010381751569978226,0.12500020240151466,40.17056992873887,0.004526043656547435
,2023-01-01 00:00:00,208.21422248018757,254.94477625737682,203.16006720280637,197.92862006085377,150.55510783071574,0.008789205043502335,0.008723492392144871,0.008637661375953565,0.00938032132590405,0.005765858223076181,0.10949196386415605,0.1503131371570705,0.12282968266534633,0.07173967215053212,0.024291540414407287,9673.621172986837,10193.551779693826,9465.924610075223,9580.353928568085,8911.287414949935,184.29578959171877,.,.,.,.,0.020046498978261162,.,.,.,.,0.30974166020814975,.,.,.,.,39.84987344331143,.,.,.,.,0.004062423589549893,.,.,.,.,93.47554552090143,0.007314975023533288,0.03112725342678968,8387.607113406297,112.02805502989305,0.002639444401173918,0.12001353700920947,40.27659791462925,0.004656327763395029
,2023-02-01 00:00:00,210.36034646340568,259.00813101689266,204.60098431209275,199.77295022251377,152.4119882254101,0.010307288126882419,0.015938176177470398,0.007092521326289791,0.009318158036432322,0.01233355959455218,0.10905807557131064,0.15466720812624324,0.11653335403341769,0.07218181346727048,0.04198427739989263,9773.329973647124,10356.018403832752,9533.061882245232,9669.625180519437,9021.195309346404,192.13236717580824,.,.,.,.,0.04252173965260031,.,.,.,.,0.3336290369153987,.,.,.,.,41.54435938705699,.,.,.,.,0.004191358210569156,.,.,.,.,94.30137110993462,0.00883466990677828,0.03569544724439666,8461.708853560986,113.67297713499404,0.014683126513818978,0.12685249675278532,40.86798429735597,0.004686233595497834
,2023-03-01 00:00:00,212.8776785743598,264.20047298255815,206.72726113690808,201.08586225618575,154.71104547434504,0.011966761574962792,0.02004702302309891,0.010392309851119608,0.006572021047942744,0.01508449089670516,0.11732313733758781,0.1696727510174707,0.1217779165474564,0.07755566014031867,0.05701536803061091,9890.285083235196,10563.625743202023,9632.132415155424,9733.174160731529,9157.275447867638,203.03673353809629,.,.,.,.,0.0567544475851387,.,.,.,.,0.3675455262296434,.,.,.,.,43.902186554347885,.,.,.,.,0.004387308908503453,.,.,.,.,94.78172830140258,0.005093851614394573,0.03810094636747996,8504.811542865235,114.23678347571419,0.0049598977253018095,0.11908684375408907,41.0706853197101,0.004695074282415062
,2023-04-01 00:00:00,215.40807659765514,269.8741451032821,208.6618500007833,202.28938795371224,157.4534426007818,0.01188662916770511,0.021474874956406653,0.00935817005089623,0.005985133335695059,0.017725929768159565,0.12042840405578237,0.17712162993373792,0.12173065888450907,0.07967396153724127,0.06528105912401894,10007.847234382498,10790.478285123567,9722.271548249197,9791.428505863048,9319.596669324232,211.99026239996059,.,.,.,.,0.04409807381078812,.,.,.,.,0.37682478458074353,.,.,.,.,45.83818841747651,.,.,.,.,0.00452943840313226,.,.,.,.,94.5725221000868,-0.002207241892134615,0.029629740470304533,8486.039366543111,114.03420018441552,-0.0017733630546568069,0.10570099799115984,40.99785208373469,0.004705417824179852
,2023-05-01 00:00:00,217.1428640582333,273.9282749400782,210.21207208871053,202.75118740695362,159.14664200134382,0.008053493109352772,0.015022298024305325,0.0074293508272902375,0.0022828654429813966,0.01075365119107019,0.12277621527977356,0.185110915845633,0.12192515169081708,0.08001014268417084,0.06482640045446475,10088.445363124052,10952.576065747488,9794.501714419323,9813.781019636506,9419.816361147605,219.724067563964,.,.,.,.,0.03648188872662517,.,.,.,.,0.3782502640088279,.,.,.,.,47.510452106752965,.,.,.,.,0.004665860511598533,.,.,.,.,94.01285969204041,-0.005917812020008295,0.016383056676862573,8435.820580777518,113.78554772778227,-0.002180507744441007,0.08651116782487378,40.908455949760665,0.004725448217490692
,2023-06-01 00:00:00,219.3952475907054,278.3807659789529,212.10395009299526,204.07810425132567,161.1453076438646,0.010372818569198028,0.016254222167641164,0.008999854220961945,0.006544557698242803,0.012558641623766853,0.12226180102643491,0.18434170222828028,0.11826343222328273,0.08138266070504008,0.07624861195995969,10193.090976521007,11130.601670428136,9882.650802016058,9878.007875757437,9538.116458988954,223.52136086417025,.,.,.,.,0.017282099964314623,.,.,.,.,0.36183493572175207,.,.,.,.,48.33153248941164,.,.,.,.,0.004700352797033486,.,.,.,.,93.38634431802848,-0.006664145480354655,0.0029302146922631778,8379.603045181046,114.08063491238718,0.0025933626062148996,0.07727416291108358,41.01454640969876,0.004775755718834963
,2023-07-01 00:00:00,221.59103883838708,282.78835154930465,213.60715458459933,205.80204769360714,162.7611389305064,0.010008381092092122,0.01583293858270718,0.0070871121963782535,0.008447468916892742,0.010027169331004115,0.12668864969111238,0.19813729550670844,0.11356131766373379,0.088508995400713,0.08924218451440136,10295.107315520394,11306.8318030646,9952.690257047572,9961.45204024872,9633.756767822073,228.83390287459156,.,.,.,.,0.023767491347950642,.,.,.,.,0.3609815630412152,.,.,.,.,49.48025176968693,.,.,.,.,0.004764503195478965,.,.,.,.,93.09987212055091,-0.00306760265186079,-0.0006176858737459989,8353.897752658107,114.5098654951927,0.0037625192315520195,0.07153360175953538,41.16886442933863,0.004813144619877871
,2023-08-01 00:00:00,224.49007717687155,287.3414438644833,216.10260748977933,208.40931606287984,164.10180693370904,0.013082832021013457,0.016100706730789227,0.011682440646863634,0.012668816459758148,0.008237027659133478,0.12799066948704096,0.20014177237435793,0.10850296570536955,0.09635619572614607,0.09511777476454597,10429.796475167654,11488.879785980105,10068.961970252147,10087.651847819314,9713.110288779988,231.68639536087096,.,.,.,.,0.012465340364546718,.,.,.,.,0.3475500727031169,.,.,.,.,50.097039949319544,.,.,.,.,0.004754817213429995,.,.,.,.,93.50329743823269,0.004333253188139707,0.007299210723239469,8390.097306728207,114.11192733802389,-0.003475142997050429,0.06523029569143213,41.0257967384205,0.00478337580157421
,2023-09-01 00:00:00,227.02279708641902,292.00142638777675,217.45346006191605,211.28714913833318,165.11771610703258,0.011282101825605295,0.016217578851908332,0.006250977662084045,0.013808562543264902,0.006190725088931703,0.13046170724043016,0.20657917110996693,0.1039658179217613,0.10436608553489357,0.0963001393924614,10547.466501020835,11675.201599829332,10131.902826608566,10226.94781927461,9773.241484336299,233.70117657279621,.,.,.,.,0.00869615675442259,.,.,.,.,0.3279883840483888,.,.,.,.,50.5326916616514,.,.,.,.,0.004736966410224386,.,.,.,.,94.26507238263844,0.008147038289306963,0.01793107236878355,8458.451750737133,115.80612744069373,0.014846827515683447,0.07577582166489871,41.63489966628932,0.004819233598378421
,2023-10-01 00:00:00,229.0058021153198,294.59038898923467,218.3132963400937,214.41338762972237,166.51544328485355,0.008734827754526941,0.008866266968229786,0.003954116333365398,0.014796160126815838,0.00846503458729364,0.1274068342895589,0.19533381346748513,0.0977206141704785,0.10993841389009962,0.1072915868324118,10639.596804153894,11778.717054121322,10171.96554906333,10378.267376817186,9855.972311531179,231.2274390177628,.,.,.,.,-0.0105850453613906,.,.,.,.,0.29447226107715707,.,.,.,.,49.997800828179656,.,.,.,.,0.004644008092441213,.,.,.,.,94.55824763725902,0.003110115414016068,0.021823726164744706,8484.758511905811,116.9672742931111,0.010026644341526891,0.06611102124192425,42.05235799743836,0.004853843270376477
,2023-11-01 00:00:00,230.89909692538652,298.07538555877653,219.2854465819418,216.47837662853917,168.17509763064612,0.008267453455669704,0.011829973752705225,0.004453005190914627,0.009630877165109242,0.009966969507767764,0.12782341992226076,0.19318529137316243,0.09621242810349995,0.11268326741181456,0.1223017374529396,10727.559175519329,11918.058967712119,10217.261364455113,10478.219195109972,9954.206487029614,230.67304205120246,.,.,.,.,-0.002397626202648717,.,.,.,.,0.28140736561939805,.,.,.,.,49.877924790839195,.,.,.,.,0.004594435948265801,.,.,.,.,94.04635795502725,-0.005413485285762354,0.01464058687040537,8438.826396548364,119.58462093332555,0.022376743033744484,0.08138120000204219,42.993352806310064,0.004986939059795083
,2023-12-01 00:00:00,231.75310621738274,298.44330355343754,220.24723516197048,217.3345863051537,170.5047464342861,0.0036986255181075123,0.0012343118972111267,0.004386011908315446,0.003955174137709516,0.01385251940662724,0.12283411287930601,0.18083129947151355,0.09347107065349936,0.10834529383613889,0.13903709478531123,10767.236399632913,11932.76956968763,10262.074394469986,10519.662376679722,10092.097325568768,230.69343778377598,.,.,.,.,8.841836216388899e-05,.,.,.,.,0.2768497537025332,.,.,.,.,49.88233491525734,.,.,.,.,0.0045826857690789554,.,.,.,.,93.14926949676195,-0.009538789994337549,0.00379894606349529,8358.330203753017,119.83646539762657,0.0021059937501615167,0.07252390531296649,43.08389653861864,0.005038255625706542
,2024-01-01 00:00:00,232.7145440971081,299.49670999892965,221.15680044979027,218.16834179999918,172.56333062048344,0.004148543661044002,0.003529670235350002,0.00412974667832211,0.003836276172237252,0.01207347143846671,0.1176688188015198,0.1747513104429168,0.08858400912527009,0.10225768124348389,0.14618051228466955,10811.904749945572,11974.888311263046,10304.454162113245,10560.01870679536,10213.943974383248,233.20615179439346,.,.,.,.,0.010892004708745073,.,.,.,.,0.2653905567296393,.,.,.,.,50.42565354203752,.,.,.,.,0.0046208834348187506,.,.,.,.,92.63788544139695,-0.0054899416616763785,-0.008961275110367595,8312.443458545386,121.45903472565101,0.013539863034516486,0.0841840884699947,43.66724659674482,0.00509425238487969
,2024-02-01 00:00:00,234.1103960365551,300.9416823346278,222.00247804050377,219.97530813863204,175.89774137460606,0.005998129359996218,0.004824668477003691,0.00382388237211595,0.008282440631507182,0.0193228233491618,0.11290174204614645,0.161900520856622,0.08505087982307691,0.10112659343327612,0.15409387032246857,10876.755953263702,12032.663177414037,10343.857182738027,10647.481434801997,10411.306209498493,237.11108658912516,.,.,.,.,0.016744561687954462,.,.,.,.,0.2341027702644174,.,.,.,.,51.27000900842759,.,.,.,.,0.004678351703887899,.,.,.,.,92.75735683996433,0.0012896602507508348,-0.016373190037399454,8323.163686460486,122.47451384529322,0.008360671743653736,0.07742857565740335,44.03233411148938,0.005108821333685176
,2024-03-01 00:00:00,236.54027239036802,304.31402402916444,223.69682940512942,222.62627973696164,179.2456939069487,0.010379190309145914,0.011205964120273748,0.0076321281617248715,0.012051223479404793,0.01903351632703787,0.11115582420137438,0.15182997438938917,0.08208674644503233,0.10712049688174075,0.1585836897254509,10989.647873248761,12167.500769251477,10422.802826443263,10775.79661306561,10609.469976222772,241.05738619222888,.,.,.,.,0.016643252156074873,.,.,.,.,0.18725997011274154,.,.,.,.,52.123308696399086,.,.,.,.,0.004712965385148934,.,.,.,.,93.12834824573524,0.003999590096244177,-0.017444080048948374,8356.452929510273,123.78050638983404,0.01066338214814655,0.08354334412915931,44.50186771699506,0.005137156786419119
,2024-04-01 00:00:00,239.4050941540389,308.9537291633657,226.28390674535473,224.64177817683316,182.71583662006495,0.012111348882455797,0.015246438769961568,0.0115651050893526,0.009053281770026844,0.019359699178702172,0.11140258961230143,0.14480669886004716,0.0844527005991047,0.11049709749596737,0.16044358003232184,11122.747332737015,12353.01182471333,10543.34363645668,10873.352936100193,10814.866123407917,246.0630317751713,.,.,.,.,0.02076536903520032,.,.,.,.,0.160727992830755,.,.,.,.,53.20566843681548,.,.,.,.,0.004760383517947184,.,.,.,.,93.2639836684844,0.0014564353959254372,-0.013836349105901702,8368.623563341196,124.01752701021195,0.0019148461037268305,0.08754677815647804,44.587081945001515,0.005157228334809459
,2024-05-01 00:00:00,241.91106691663802,311.7401700072374,229.48260781088575,226.1018286055142,185.73255969293962,0.010467499747464526,0.00901895844215006,0.014135786815500984,0.006499460788329969,0.016510463070300574,0.11406408847846095,0.13803575069214946,0.0916718794058744,0.11516894917952891,0.1670529604474551,11239.174687633553,12464.423124995807,10692.382094424202,10944.02386714605,10993.42457114869,247.41816070982586,.,.,.,.,0.0055072431030303015,.,.,.,.,0.12604032618229133,.,.,.,.,53.49868498735625,.,.,.,.,0.004735108905338986,.,.,.,.,93.38803609777433,0.0013301214939616113,-0.006646150285320784,8379.75484941767,126.02471817929306,0.016184737895280188,0.10756348847387431,45.30871217979674,0.005269541382858207
,2024-06-01 00:00:00,243.62038990642773,312.8173058589753,232.53515790499796,226.67615978074997,187.06712954313147,0.0070659148073566325,0.003455235979735738,0.013301879925592397,0.002540143875783496,0.007185438311937409,0.11041780795961342,0.12370301431897768,0.09632638997550402,0.11073238656506934,0.1608599237438224,11318.58973848137,12507.490648243942,10834.610877162788,10971.823262348611,11072.417145241616,248.81530273592162,.,.,.,.,0.005646885507868404,.,.,.,.,0.11316118412110976,.,.,.,.,53.80078593630137,.,.,.,.,0.004724722327162388,.,.,.,.,93.61913570235971,0.0024746168164777593,0.0024927775686180986,8400.491531685999,126.26581838106007,0.0019131183568608101,0.10681202360094666,45.395393108793634,0.005295030767928563
,2024-07-01 00:00:00,245.4528043257883,313.0615201850747,235.69869063460092,228.09873151270725,188.0997186042231,0.007521597104677369,0.0007806931442899678,0.013604535151176655,0.006275788919898995,0.005519885100143007,0.10768380171187486,0.10705238907442016,0.10342133011866061,0.10834043717725717,0.1556795426734845,11403.723610287363,12517.255160445298,10982.01072169047,11040.680109209548,11133.535615664203,248.87401499140114,.,.,.,.,0.00023596722080165833,.,.,.,.,0.08757492602742611,.,.,.,.,53.8134811582357,.,.,.,.,0.004682477014977423,.,.,.,.,94.25930287541387,0.006837994906184752,0.012453623495439992,8457.934049989117,127.18321363765277,0.0072655867467161794,0.11067472734907824,45.725217275326855,0.005320518838710503
,2024-08-01 00:00:00,247.58836855811242,315.2059481061047,238.16901376224178,230.24465485495796,187.7347663910995,0.008700508589380762,0.00684986107446961,0.010480852146397934,0.009407870565607102,-0.0019402060557650591,0.10289225996854268,0.09697349559767265,0.10211078213624103,0.1047714142754066,0.14401401117379087,11502.941805509592,12602.996619328036,11097.111552334665,11144.549398633264,11111.934262440614,249.29773934067944,.,.,.,.,0.0017025656507085873,.,.,.,.,0.0760137165256396,.,.,.,.,53.905102142800764,.,.,.,.,0.004647568443431519,.,.,.,.,94.37752433742149,0.0012542153230634678,0.00934969057926871,8468.542120476073,125.17502884281127,-0.015789700050848343,0.09694956314265135,45.00322980978957,0.005236445513493523
,2024-09-01 00:00:00,249.2754575416654,316.9078021092178,239.4950941030445,232.6186666233107,188.0851173688336,0.006814088211728686,0.005399181117420548,0.005567812201324074,0.010310822502473505,0.0018662018999946461,0.09801949734050552,0.08529539060663871,0.10136253538965301,0.1009598433788863,0.13909713508218036,11581.323865666714,12671.042480698026,11158.898185435208,11259.45886935262,11132.671375273796,249.38226447880285,.,.,.,.,0.0003390529667335329,.,.,.,.,0.06709888300935485,.,.,.,.,53.92337882760436,.,.,.,.,0.004616754615514396,.,.,.,.,94.28714142393072,-0.0009576741297815383,0.0002341168444945918,8460.432016770328,124.02565631587869,-0.009182123124380603,0.0709766318659979,44.59000461268129,0.005206699318025029
,2024-10-01 00:00:00,250.68998727177586,318.04735653501155,241.10776336064814,234.14320367850274,188.6330970584889,0.005674564772883972,0.0035958547508432304,0.006733621261192813,0.0065538036019301416,0.0029134665055965403,0.09468836578008011,0.07962570546262482,0.10441172114887887,0.09201764995594619,0.13282644142380984,11647.042838098187,12716.605709000381,11234.03797950814,11333.251151446368,11165.106040443468,250.09309163477772,.,.,.,.,0.002850351677816665,.,.,.,.,0.08158916042643916,.,.,.,.,54.07707942091916,.,.,.,.,0.004604391244245538,.,.,.,.,94.13520046781942,-0.0016114705973335752,-0.004473931994409153,8446.798279334562,123.0996051372282,-0.007466609781866085,0.05242774854058707,44.25706844806679,0.005169963663254655
,2024-11-01 00:00:00,251.42399318807938,318.9201130218327,242.1014277978204,234.44029601455983,189.66650734691467,0.0029279426924528895,0.0027441086017172545,0.004121246132112066,0.0012688488556986677,0.005478414469892057,0.08889119332210016,0.06993105929890975,0.1040469468973757,0.08297327273865318,0.12779186704246182,11681.144712064683,12751.501456111097,11280.336215079189,11347.631334201227,11226.273118933314,251.6336194557557,.,.,.,.,0.006159817573960336,.,.,.,.,0.09086704375234556,.,.,.,.,54.41018436508459,.,.,.,.,0.004621884306503315,.,.,.,.,94.51259651225456,0.0040090852577954195,0.004957539742796557,8480.662213791813,124.33030225936605,0.009997571647495596,0.039684712708053516,44.69953166078445,0.005184097733679717
