Unnamed: 0,Goiânia,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2023-02-01 00:00:00,174.38263400505613,186.43706635488695,190.7958991329655,167.6237983903121,129.02849414529385,0.015202466875175569,0.02294986436657598,0.018904570675392307,0.010726445937481177,-0.0003714825011672529,0.19200672255305773,0.2626897808032638,0.2055044294569932,0.1823906004001412,0.04253905748701858,6340.002355317602,7382.03170074578,6234.096241735205,6118.91951354535,5771.088552906447,170.74408224733617,.,.,.,.,0.04014287991754806,.,.,.,.,0.31226038570650383,.,.,.,.,28.13935046910588,.,.,.,.,0.004328133947442089,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,176.50230885416414,191.01902155815392,192.77397225980448,169.27280002444417,129.305848414558,0.012155309278368609,0.024576417623656033,0.010367482403070172,0.009837515018555898,0.002149558290216458,0.17681002781708144,0.2596747993391213,0.18966624560429013,0.16260629050496567,0.02333773549723661,6417.067044772073,7563.455594734375,6298.728124820441,6179.114476157187,5783.493844148919,179.58760958424034,.,.,.,.,0.05179404885080374,.,.,.,.,0.31534746885407494,.,.,.,.,29.596801361932638,.,.,.,.,0.004502423978598514,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,178.30570751850493,195.2773862709231,193.76300405814587,170.49720839395988,131.75807304348487,0.01021742251446045,0.0222928830753788,0.0051305255929905424,0.0072333438646901005,0.018964529903279903,0.17119163322301523,0.25396526209421855,0.17940094918859484,0.15775139272794236,0.031030008309669954,6482.632930072129,7732.066825953608,6331.043910668122,6223.810135942515,5893.175086101717,188.83543400535763,.,.,.,.,0.05149477985996209,.,.,.,.,0.33837006690252314,.,.,.,.,31.120882132624384,.,.,.,.,0.004687800906076113,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,179.7302123001236,197.7014528692899,195.1309413116157,171.62464590143776,132.7873756090907,0.007989114882768655,0.012413452702627392,0.00705984746736954,0.006612644969956172,0.00781206450451144,0.16374201459022397,0.24998139539590136,0.171140300605368,0.14918041321239262,0.02420867737228405,6534.423429293294,7828.048471791138,6375.740114986657,6264.965982731917,5939.212950010723,195.29406165286602,.,.,.,.,0.03420241376586741,.,.,.,.,0.36984959073384793,.,.,.,.,32.185291420083196,.,.,.,.,0.004800102023360325,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,181.53450269684026,198.36512819476883,198.13316820452215,173.18117485449199,133.42000288374436,0.010038882020034334,0.0033569572496652267,0.015385703941806161,0.009069378962903274,0.004764212499507758,0.16175304914800526,0.22529869172521955,0.17526498390184164,0.1512514265918079,0.022731393462365412,6600.021735168917,7854.326895859248,6473.835364805739,6321.785333419011,5967.5086225844025,197.11612461076317,.,.,.,.,0.00932984312209073,.,.,.,.,0.37915270995958084,.,.,.,.,32.485575139871344,.,.,.,.,0.0048042356079018335,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,182.7888563835092,198.3629848345537,200.40822869080895,174.64665387906152,132.74834373388202,0.0069097260742971844,-1.0805126055335457e-05,0.011482481741463824,0.00846211504108818,-0.00503417130374062,0.1539460250097242,0.21101380550988824,0.17200877072460963,0.143041215141136,0.00981154770529713,6645.626077443343,7854.242028867059,6548.171061179363,6375.281008175467,5937.467161921763,198.53138579401298,.,.,.,.,0.007179834658602724,.,.,.,.,0.37388190428684864,.,.,.,.,32.718816198165236,.,.,.,.,0.004812068938963895,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,184.37626532338658,200.8147062415797,202.59504564203036,175.67508954497703,132.9226044184109,0.00868438575132191,0.012359772711984851,0.01091181218209969,0.005888665159469175,0.001312714566731099,0.15445673274479677,0.21066429721989643,0.180979376069053,0.13297150702753124,0.015611563616730662,6703.3392578589055,7951.318675168775,6619.623473935213,6412.822903330136,5945.261361554705,197.90972905604855,.,.,.,.,-0.003131276878354239,.,.,.,.,0.3392973294005295,.,.,.,.,32.61636452551679,.,.,.,.,0.00476819308686245,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,186.51128122233985,203.8411064174767,204.3531390654865,177.55455694182172,135.72977208648098,0.011579667779952896,0.015070610278194785,0.008677869776551939,0.010698542415505718,0.021118813315105678,0.15283855049843575,0.21252212105377755,0.17333043208629695,0.12897737120549713,0.03936750767708452,6780.961699481228,8071.149900119975,6677.067704411828,6481.43076116454,6070.81822635889,199.8749114469534,.,.,.,.,0.009929690674015834,.,.,.,.,0.32802561948443243,.,.,.,.,32.94023493616612,.,.,.,.,0.0047632583009392096,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,189.03059305318408,205.35544669739627,206.83908970659917,179.96318115700686,140.34434213001813,0.013507557367754996,0.007429023058862949,0.012164974085942637,0.013565544341249236,0.03399821551749871,0.1501487808500328,0.19829708518963285,0.16616466984927092,0.1284154234906285,0.06893137304811603,6872.55592864552,8131.110658839506,6758.294060006083,6569.354897549853,6277.215212786198,205.0675325314768,.,.,.,.,0.025979354021635093,.,.,.,.,0.35150006723958716,.,.,.,.,33.79600096112862,.,.,.,.,0.004826346232812927,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,191.7969384633668,204.0919403279875,209.2277822718084,184.1264745985702,146.16420688200563,0.014634379364214523,-0.006152777487663297,0.011548554814264422,0.02313414007685899,0.04146846722610187,0.14770263221279167,0.16615525892320981,0.15597612435349473,0.1379364537779295,0.11219694600881702,6973.1315193071,8081.081744228099,6836.3425894089805,6721.331273964372,6537.521706108811,212.45352646734327,.,.,.,.,0.03601737361682433,.,.,.,.,0.3839605571984803,.,.,.,.,35.01324415450015,.,.,.,.,0.004926911836689206,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,194.7347817551631,201.82113817777034,211.53008122034996,188.86722778540613,153.5116333540829,0.01531746708437387,-0.011126368569811418,0.011003791769635285,0.0257472652814954,0.05026830185593001,0.14844819422717626,0.13165959541957517,0.14826330087279094,0.15274090625495873,0.16766159805191072,7079.942231829095,7991.1686502990415,6911.568279728726,6894.387173319944,6866.151820621184,218.1646207045069,.,.,.,.,0.026881616568701583,.,.,.,.,0.3727910141107973,.,.,.,.,35.95445675868776,.,.,.,.,0.004973903170498302,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,197.86141293856224,201.1237677732923,214.13352187943124,193.5957356249176,159.14463822368248,0.01605584351813527,-0.0034553883244072825,0.012307661605676312,0.02503614785347552,0.03669431916346522,0.15188875119762235,0.10353340667222488,0.14353413867517695,0.1673302460382271,0.232948736085286,7193.616676420781,7963.55605944643,6996.633523280154,7066.996069950288,7118.100586951866,220.04232159084273,.,.,.,.,0.008606807466179811,.,.,.,.,0.34045907226054495,.,.,.,.,36.26390984556088,.,.,.,.,0.004972850837575214,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,199.30428404011874,201.63325689513968,215.46915560054964,195.86855945033548,159.72814501436258,0.007292331941471275,0.002533211899757637,0.006237387352506341,0.01174005108160725,0.0036665186913804604,0.142913600183032,0.08150841910012918,0.12931754078419355,0.1685009010132048,0.23792923472003857,7246.074917084945,7983.729434420606,7040.274236728384,7149.962964805022,7144.19923580105,223.64843851184165,.,.,.,.,0.016388287920831468,.,.,.,.,0.30984591423712926,.,.,.,.,36.858213241245004,.,.,.,.,0.0050080815166376694,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,200.9759147230588,204.35509761703986,216.7600465488304,197.52902945181057,161.04714007630898,0.008387329409354605,0.013498967203191548,0.00599107071581928,0.008477470841337986,0.00825774982754468,0.13865884263936779,0.06981543487189246,0.12442589633780798,0.16692716977143407,0.2454745245550498,7306.850134339398,8091.501536215004,7082.453017539384,7210.576567355803,7203.194245808431,225.04206859104426,.,.,.,.,0.006231342764903003,.,.,.,.,0.25310464965837354,.,.,.,.,37.08788940165309,.,.,.,.,0.00499069868559139,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,202.28819540300015,208.04090037797377,217.13575681400866,199.20820981251148,160.481312565095,0.00652954201875211,0.018036265324005152,0.0017333003529025337,0.008500929536084056,-0.0035134278755019066,0.13450207633990785,0.06536094296829065,0.12062546650468375,0.16839572734944985,0.2179998451565881,7354.560519316292,8237.442004791774,7094.7290358541,7271.873170669433,7177.886342352554,226.9876685197976,.,.,.,.,0.008645494333279435,.,.,.,.,0.2020395945040565,.,.,.,.,37.408532539308375,.,.,.,.,0.0049871488422107875,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,205.2546548424471,211.06084398094205,220.32812315336804,202.07137030516316,163.04497433109003,0.014664520752371013,0.014516105234507082,0.014702167833618773,0.014372703290423505,0.015974830495950387,0.14201531404025358,0.06757356062772435,0.129129607392779,0.17740298454110515,0.22786502544544507,7462.411624676374,8357.01757979648,7199.036932873275,7376.389646117057,7292.551859990832,227.03722431338025,.,.,.,.,0.00021831932062998938,.,.,.,.,0.16254033733466766,.,.,.,.,37.41669954471812,.,.,.,.,0.004922536209103845,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,206.85781636961087,213.0464097108909,224.01773336155586,202.07028309089694,162.64268660243485,0.007810597661691787,0.009407551360536281,0.016745979384663157,-5.38034786712327e-06,-0.0024673420956738967,0.13949587156475785,0.07401140336373513,0.1306422614224514,0.16681436802052985,0.2190277551122053,7520.697519462652,8435.636651899322,7319.5918569405985,7376.349958574758,7274.55863980179,229.42448729051094,.,.,.,.,0.01051485272668562,.,.,.,.,0.16390522461592494,.,.,.,.,37.81013062994948,.,.,.,.,0.004956584231024198,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,209.27267774651082,216.4793155425354,228.08711924376613,201.72268458862135,167.20244458677016,0.011674015607827437,0.01611341789942866,0.018165463158411832,-0.001720186149881453,0.028035432023336027,0.14488750510827608,0.09132918988435157,0.13811254524713323,0.15503320623771755,0.2595444875904258,7608.4942596866085,8571.563590519112,7452.555633152465,7363.6612635393385,7478.504034047725,231.31187971946332,.,.,.,.,0.008226638974951461,.,.,.,.,0.16511492021448881,.,.,.,.,38.12118092423783,.,.,.,.,0.00495593984725269,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,211.88841615796596,220.53286229467932,231.26023866113692,202.0117008288874,173.3931623418732,0.012499187374204412,0.01872486866463441,0.013911874672675184,0.00143274040227781,0.03702528255733939,0.1492174211595212,0.09819079698963251,0.1414900987744574,0.14991659518788847,0.30446708519244714,7703.59425507399,8732.064993002145,7556.234653112022,7374.211478540298,7755.397759014544,233.7265700454311,.,.,.,.,0.010439110731780499,.,.,.,.,0.18097564561487078,.,.,.,.,38.51913215313218,.,.,.,.,0.004958085383496051,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,214.12178901165143,224.45278066420383,233.649273806483,203.3161293076157,175.55899037052995,0.010540325394760908,0.01777475850418453,0.010330505404548607,0.006457192694165892,0.012490850270015175,0.1480366635645869,0.10111637740286494,0.14336033630297385,0.14509102334239232,0.2934449654764879,7784.792645231681,8887.275339495602,7634.294376034033,7421.828183024762,7852.269271206806,234.31324870456305,.,.,.,.,0.0025101068270412252,.,.,.,.,0.1722994497323369,.,.,.,.,38.615819289721465,.,.,.,.,0.004920112574214742,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,216.49295817422092,228.7958548650004,236.65809655666126,205.36474686669945,173.9247804835677,0.011073927476107803,0.01934961192258111,0.012877518090085305,0.010076020855109835,-0.009308608368692184,0.1452800029744934,0.11414553908640657,0.1441652392319086,0.14114868133794145,0.23927176431836417,7871.000874401514,9059.240668363967,7732.6051399664475,7496.610678579961,7779.175571755625,234.51048067314858,.,.,.,.,0.0008417448423252427,.,.,.,.,0.1435768391915111,.,.,.,.,38.64832395644075,.,.,.,.,0.004882478093835339,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,216.39687980921474,230.502609002787,236.47912983401505,206.14249839602468,168.4524496317955,-0.00044379441168185263,0.007459724909761434,-0.000756224803842076,0.0037871715627515457,-0.031463778977080414,0.12826034421058563,0.12940574053221332,0.13024727054079444,0.11957011529957051,0.15248769329540823,7867.507768199112,9126.820111641286,7726.757552161288,7525.001629358899,7534.413310942004,235.7726925589019,.,.,.,.,0.005382326120906056,.,.,.,.,0.10976125687018468,.,.,.,.,38.85634184000074,.,.,.,.,0.004897669555179821,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,217.10439394598495,232.5148482874548,235.8448974768031,207.75112971898608,168.4938392378531,0.0032695209718087703,0.00872978962525961,-0.0026819802561736106,0.007803491931445583,0.000245704981720829,0.11487219688851891,0.15208372317595642,0.11494732151652953,0.09998506440215316,0.09759655054423755,7893.230749843108,9206.495331163504,7706.0345409621505,7583.722918857715,7536.264553826846,238.0633007822731,.,.,.,.,0.009715324529361968,.,.,.,.,0.09120947298195525,.,.,.,.,39.23384381100017,.,.,.,.,0.004912163143118864,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,217.27039280117154,231.3069852040819,235.7296170786371,208.71484216783222,169.13368456674388,0.0007646038487267859,-0.005194778278760248,-0.0004887975080205553,0.004638783192898677,0.003797440498625848,0.09809381007824891,0.15007285198043974,0.10085340683541189,0.07809627879514425,0.06276709322133422,7899.265944453327,9158.669629193668,7702.267850481808,7618.902165273313,7564.8830700519065,241.91194232078408,.,.,.,.,0.016166462977974305,.,.,.,.,0.09938824755088138,.,.,.,.,39.86811629445433,.,.,.,.,0.004967795706744726,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,218.13827565772607,232.22923506187573,235.8811190117408,210.49668246671274,169.2520882116982,0.003994482844005054,0.003987124975841638,0.0006426936715939746,0.008537199752414848,0.0007000595136186227,0.09449867928486744,0.1517407328427356,0.09473264678788706,0.0746833644839584,0.05962595506558488,7930.81942674868,9195.186389617707,7707.2180492862335,7683.946254952357,7570.178938414509,244.68839852555706,.,.,.,.,0.011477135763274138,.,.,.,.,0.09407604253226842,.,.,.,.,40.32568807779179,.,.,.,.,0.005003191392052617,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,218.33957963538577,232.09125280842807,235.722763252298,212.30779541481692,165.8968031422817,0.0009228273995141034,-0.000594164009586895,-0.0006713371553698222,0.008603997587423251,-0.019824187133335558,0.08639674528290509,0.1357252914892566,0.0874825273632509,0.07481819762908204,0.030113313801628516,7938.138204216281,9189.722940803555,7702.043907445211,7750.058909991856,7420.106294506544,246.14092384111063,.,.,.,.,0.00593622470172761,.,.,.,.,0.0937551604558351,.,.,.,.,40.56507042347334,.,.,.,.,0.005030584433235281,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,217.09415257960964,231.9354400955773,233.89129175110762,212.21827971308406,161.00855426830447,-0.005704082868785987,-0.0006713424610593766,-0.007769599659877224,-0.00042163172368669954,-0.029465600188719798,0.07319239339257022,0.11485501011671917,0.07716617098422529,0.06530890425056901,0.0032853775606775937,7892.858406075557,9183.553489588021,7642.202109721565,7746.791239294963,7201.4684090748115,247.3243646638829,.,.,.,.,0.004807980746575069,.,.,.,.,0.08959383686656763,.,.,.,.,40.76010650105286,.,.,.,.,0.00509123263835884,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,216.24145347974635,231.02664525448196,233.98101226995834,210.92788878833636,158.63076878649377,-0.003927784741003526,-0.003918309511995344,0.0003835992275684763,-0.006080489044074322,-0.014768069265738148,0.05352764664817311,0.09459737247778066,0.0619661662850306,0.04382866543537722,-0.027073545582781855,7861.856957265271,9147.56948459585,7645.1336525477755,7699.6869600376995,7095.116624794568,248.0449035827457,.,.,.,.,0.0029133357720012576,.,.,.,.,0.09252966923330797,.,.,.,.,40.87885437739296,.,.,.,.,0.005130686386243694,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,215.71351059349823,230.4466812876523,234.92177120279575,209.40181879511894,156.7202688830071,-0.00244145087702885,-0.002510376957561844,0.004020663573127914,-0.007235031848959572,-0.012043690628884773,0.042810537108562086,0.08167362031762915,0.04867488692799693,0.036282107354321136,-0.0364136736987416,7842.66261970188,9124.605636944025,7675.872162936268,7643.979479654808,7009.6652351896855,251.569275921242,.,.,.,.,0.014208606133770507,.,.,.,.,0.09652321289788923,.,.,.,.,41.459685918441096,.,.,.,.,0.005217178001763224,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,216.37601207457737,230.39224659874228,236.56278458893746,209.59450233903056,156.92742348377055,0.0030712099546124083,-0.00023621381139382613,0.006985361032056492,0.0009201617494074554,0.0013218111622697037,0.033942960947203726,0.0642691012826726,0.03715977199095155,0.03902296742908429,-0.061452577014610266,7866.749083210176,9122.450279069055,7729.490901230291,7651.013177185241,7018.930688941333,255.36512175695907,.,.,.,.,0.015088670195582354,.,.,.,.,0.10398619416636823,.,.,.,.,42.08525744567688,.,.,.,.,0.005274620720449282,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,217.67639890696574,231.93940049346398,238.007807595142,210.80632622202904,157.69501277377267,0.006009847486883935,0.006715303650891791,0.006108412228556848,0.005781754146577223,0.004891364893157224,0.027316182988902815,0.05172262346798484,0.029177384634166303,0.04353522769748408,-0.09053499778237528,7914.0270454178535,9183.710302733167,7776.705817971884,7695.24945434795,7053.262840100723,256.94456383617353,.,.,.,.,0.006185034464955885,.,.,.,.,0.09933827286401109,.,.,.,.,42.34555621344494,.,.,.,.,0.0052671527660812555,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,218.90515387059247,234.3710874392838,239.4224143104385,211.7042013669617,157.53721431105205,0.005644869952814213,0.010484147758622608,0.005943530716869594,0.004259241935590685,-0.001000656012799861,0.022339458683865,0.04418883448772415,0.024708574565213803,0.04125630410096437,-0.10265367795429692,7958.700698892291,9279.993678519408,7822.9269078770585,7728.025383528739,7046.204950229918,256.9248686342698,.,.,.,.,-7.665156098146664e-05,.,.,.,.,0.09650167054026415,.,.,.,.,42.342310360460544,.,.,.,.,0.005231679862738036,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,220.66142338112695,239.04497258465938,241.23005901828003,212.42597052283642,157.9372622125125,0.008022970128755968,0.019942242861276105,0.007550022887571783,0.0034093284460785522,0.0025393866662550835,0.019254507130673115,0.04479590648924314,0.0193188508153328,0.03438381593662876,-0.09192202644502223,8022.553116863212,9465.057566207548,7881.990185079332,7754.372760300821,7064.097989128232,253.26415159925247,.,.,.,.,-0.014248200473844785,.,.,.,.,0.0799694362156973,.,.,.,.,41.73900863391895,.,.,.,.,0.005113247521486541,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,221.9451410767077,243.15188415856028,242.379257992743,212.6337787269428,158.73319981733374,0.005817590025074315,0.017180497583760834,0.004763912835489048,0.0009782617614735312,0.00503958086692835,0.02563928496743828,0.054876928337155295,0.02494988950132404,0.031489287174775615,-0.05769728986254674,8069.225041851505,9627.671964853933,7919.53929929123,7761.958566656435,7099.69808219635,250.7128454140544,.,.,.,.,-0.010073696451265102,.,.,.,.,0.06336676522205842,.,.,.,.,41.31854253076412,.,.,.,.,0.005033205877418395,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,222.64619829327947,244.15681843015952,242.8103536451733,213.19751187460162,160.2844307146269,0.0031586959424783068,0.004132948733162722,0.0017785996046049135,0.0026511928209804747,0.009772567421801215,0.025525988887508566,0.05006979222381491,0.02953405497804029,0.026215896698047247,-0.0487223067642103,8094.713270250146,9667.462639504382,7933.624988757602,7782.5370154851025,7169.080360379046,249.1730774905797,.,.,.,.,-0.006141559763049975,.,.,.,.,0.04666732197612977,.,.,.,.,41.06478223248931,.,.,.,.,0.0049861038288965,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,222.9473955409856,244.07975103839365,242.88328495585625,213.51506915503617,161.89008539200393,0.0013528066053452026,-0.0003156471003405992,0.000300363265355319,0.0014894980604713837,0.01001753364452318,0.026128745231335904,0.055219974541807826,0.030346920195576388,0.022998972844221477,-0.042827655492135075,8105.663851830515,9664.411132954572,7936.00795826533,7794.129089275214,7240.8968640894345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
