Unnamed: 0,Brasília,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2020-09-01 00:00:00,133.30591326956852,141.87635756987416,144.22759090901485,131.989974651925,108.75180552045099,0.01966401942678253,0.03352897553078593,0.013182863299051162,0.012731511412845009,0.024716065897199213,0.04695136673966882,0.030241823194313344,0.06176022654174562,0.041614109067134475,0.053999054104536315,7922.584891740441,7928.41323329692,7196.498247944946,8279.34572512398,9986.127078073638,130.13930723428146,.,.,.,.,0.006079177466646435,.,.,.,.,0.08874791428861761,.,.,.,.,33.35271173901956,.,.,.,.,0.004101436277465927,.,.,.,.,90.06514579542979,0.0026858460126426564,-0.03494687535520602,7463.12253142488,96.09816271625482,0.0019562266441737197,-0.02988279826187601,34.626285960877716,0.004603748191354066
,2020-10-01 00:00:00,133.94733951339074,141.962275911598,144.23032947885636,132.63736716890566,111.88764157511451,0.004811686354266653,0.0006055860412226277,1.8987835990635915e-05,0.004904861287290396,0.028834795336559527,0.0718041408703296,0.06626423365666834,0.08777729316169491,0.04933764811941388,0.09648831805121283,7960.705885354547,7933.21456968005,7196.634893873385,8319.954767455232,10274.075008574766,129.91649330330387,.,.,.,.,-0.0017121186189846815,.,.,.,.,0.081837674656704,.,.,.,.,33.295607940257554,.,.,.,.,0.004073555495072214,.,.,.,.,89.88951791239796,-0.0019500094235204157,-0.03774819869373991,7448.569372159715,95.39632695855795,-0.007303321290014098,-0.02139130017607649,34.37339906942552,0.004590944112582638
,2020-11-01 00:00:00,134.9802282444804,141.42549591249073,145.09056933945675,134.2360344656715,115.05760449793453,0.007711155255804014,-0.0037811453476662704,0.005964347885140775,0.012052917898544013,0.028331662712649974,0.09053758623711494,0.07633866067356587,0.10420759587394679,0.06875194443191002,0.14116248276230614,8022.092124382309,7903.217932317865,7239.55812798279,8420.234499186969,10565.156636402173,129.43033826101524,.,.,.,.,-0.003742057916800934,.,.,.,.,0.06611288923531711,.,.,.,.,33.17101384697002,.,.,.,.,0.004029795041165431,.,.,.,.,89.82271119922923,-0.0007432091607593172,-0.03933603734377067,7443.033527167775,95.59059825798202,0.002036465193345105,-0.006270357661625425,34.44339930020737,0.004600289968422596
,2020-12-01 00:00:00,134.93356176216005,139.93432811865046,143.66321991610803,135.21303863094005,118.55949941764145,-0.00034572828129930677,-0.010543839950633571,-0.009837644375143784,0.007278255567944258,0.030436014507583264,0.09126891413036198,0.07618184885771684,0.08831792473588762,0.07489637886983114,0.17905760067977305,8019.3186602597225,7819.887667344528,7168.337929686514,8481.519117814072,10886.7178970626,128.657722707065,.,.,.,.,-0.005969354359502077,.,.,.,.,0.049125057386232296,.,.,.,.,32.973004310853504,.,.,.,.,0.0040066992157285234,.,.,.,.,87.81854079208681,-0.02231251295340131,-0.0660448058071551,7276.960745180245,95.68692409401767,0.001007691528152943,0.00031746676569643917,34.47810762188298,0.004701071866637995
,2021-01-01 00:00:00,135.8644694154135,140.01211893896593,143.32462137551624,137.51822260363824,120.99270377688268,0.006899007490029252,0.0005559094852658486,-0.0023568909341549205,0.0170485331595136,0.02052306539073645,0.09522349990705603,0.07992325115814469,0.07696006060878346,0.09036811188203919,0.19715872985377714,8074.643999761785,7824.234817072519,7151.442939007077,8626.116577737175,11110.146720354514,128.46252338013306,.,.,.,.,-0.0015171986789817016,.,.,.,.,0.042313305409753976,.,.,.,.,32.92297771227102,.,.,.,.,0.003986801237780382,.,.,.,.,86.72814887976321,-0.012416420296770037,-0.10053475657949063,7186.606942084989,96.63752228695523,0.009934462853080639,-0.004658341481789452,34.82062910129709,0.0049216794169522045
,2021-02-01 00:00:00,136.65390564746835,139.58729703784536,143.50033301783014,139.06865643063867,123.76954271589092,0.005810468590143891,-0.003034179500602807,0.0012259696947221066,0.011274388205766428,0.022950466039083572,0.09537875207190294,0.07492739303217255,0.06601977565931216,0.1001157594969726,0.2163834673669487,8121.561465098996,7800.494684182656,7160.210391323834,8723.370764742784,11365.129765349246,128.95305337817098,.,.,.,.,0.0038184677144039725,.,.,.,.,0.0334864281182814,.,.,.,.,33.04869303972737,.,.,.,.,0.003982223319867079,.,.,.,.,85.1736764426685,-0.01792350531140452,-0.11642517357611237,7057.797754387552,96.49321310252482,-0.001493303853568384,-0.021223415488029196,34.768631321676445,0.005007107035897862
,2021-03-01 00:00:00,137.00709116658112,138.66364164511515,143.32734146649975,140.82277286739958,124.60181553414736,0.002584525611905253,-0.006617044762173285,-0.001205513239533107,0.012613312602439475,0.006724374995606963,0.09394198652656316,0.06589270032869554,0.05935308934682082,0.11039557572627245,0.2160357559339241,8142.551848714208,7748.878461690324,7151.578662899251,8833.401367145467,11441.553159765188,129.69954752052496,.,.,.,.,0.005788883029894665,.,.,.,.,0.025713306440419803,.,.,.,.,33.24000805802524,.,.,.,.,0.003995566173531308,.,.,.,.,84.96174124942661,-0.00248827104914906,-0.11314677432918485,7040.23604056456,96.05498336061054,-0.0045415602592553395,-0.029754975786655202,34.61072748739721,0.0050021953511338564
,2021-04-01 00:00:00,136.99305252287306,139.20145409947747,141.523752988039,141.53650196735003,126.04656862671813,-0.00010246654818035772,0.0038785398103040603,-0.012583701476680975,0.005068278982281571,0.011594960204852178,0.09228780598195674,0.0687417424104666,0.046935104628881064,0.1130813115714453,0.22348786082411265,8141.717509532891,7778.932795289198,7061.585331918326,8878.171509636628,11574.217513334364,130.64231958914763,.,.,.,.,0.0072688925030635065,.,.,.,.,0.02279741876808461,.,.,.,.,33.4816261034,.,.,.,.,0.0040271451677578235,.,.,.,.,84.33968503925801,-0.007321603830392265,-0.11696730512593267,6988.690221403098,94.80026962803375,-0.013062453281224684,-0.031710694701281184,34.15862647656389,0.004974318241634629
,2021-05-01 00:00:00,137.7955470821851,140.82807544472823,140.77281589982266,142.9491935116088,127.62056748916633,0.005857921584585757,0.01168537610309972,-0.005306085179071052,0.009981111053490865,0.01248743920280404,0.09549520276546364,0.07874295522451447,0.04222714385351334,0.11897336399288116,0.22564326280971314,8189.411052267585,7869.832550682889,7024.115958647889,8966.78552542625,11718.749850852157,131.96463141001803,.,.,.,.,0.010121619281017624,.,.,.,.,0.02728432595549246,.,.,.,.,33.820514375727996,.,.,.,.,0.004042508281450053,.,.,.,.,84.65828198531737,0.0037775448878076823,-0.11330303843137368,7015.09031242143,92.88915872669153,-0.020159340356739497,-0.02695470936358224,33.4700110993041,0.00485503564130631
,2021-06-01 00:00:00,139.84501501795953,143.24592284738927,143.4032352822571,144.91559913010562,128.07804006066794,0.01487325228697034,0.01716878821943424,0.018685563442208286,0.013755975603577886,0.0035846304439952625,0.10479503701938886,0.09436165083669912,0.04944147935004617,0.1310610999111821,0.22028155657720383,8311.214228929663,8004.948039067973,7155.365523018631,9090.132408356529,11760.757238333084,132.8651858026141,.,.,.,.,0.00682421026735569,.,.,.,.,0.033193681905713035,.,.,.,.,34.05131267717809,.,.,.,.,0.0040061435335809956,.,.,.,.,85.342461612285,0.008081662076325768,-0.09162248711437837,7071.783901761327,91.52836623228936,-0.014649637407160188,-0.04043521048891496,32.97968757268568,0.004744188506962117
,2021-07-01 00:00:00,142.07552034512307,145.01417581239184,146.97479547281003,147.4268950647691,127.72885882871697,0.015949837946508838,0.012344176573084287,0.02490571557554544,0.017329369300049136,-0.002726316172433463,0.1012278865549634,0.07872607054650405,0.048830027446987945,0.13990920039220556,0.20641160908020217,8443.77674901981,8103.762531120593,7333.575021573998,9247.658669847284,11728.693695674152,133.4549452062903,.,.,.,.,0.004438780558756461,.,.,.,.,0.035746172765261486,.,.,.,.,34.202458981889684,.,.,.,.,0.003957109972060037,.,.,.,.,86.25401067374018,0.010681072987985596,-0.06394461638328297,7147.3181417713,92.09339709753101,0.0061732869109414334,-0.03140230545395151,33.18328064630508,0.004721245588935333
,2021-08-01 00:00:00,142.64246100182018,145.80506215251134,146.6273091968073,150.1057367169359,125.44108895141662,0.003990417598471074,0.00545385536061449,-0.002364257591819796,0.01817064417581271,-0.017911143169048627,0.09107976952172625,0.062148472760663154,0.03004061867451502,0.15172997053730408,0.18197117332441692,8477.470944356659,8147.959279842092,7316.236561154063,9415.694584996449,11518.619383705016,132.79986066558655,.,.,.,.,-0.0049086569230621935,.,.,.,.,0.026647347565744495,.,.,.,.,34.034570844822476,.,.,.,.,0.00392219025175115,.,.,.,.,87.13151720187831,0.010173515657809107,-0.029973934219027276,7220.031494797953,93.52273359462033,0.01552051007061439,-0.0248961831393687,33.698302087752076,0.004744546862260472
,2021-09-01 00:00:00,143.32642056573158,145.4049736867249,146.73508380200556,152.9395975884861,124.78437980281305,0.004794922627580522,-0.0027439957151004224,0.0007350240946835118,0.018879097718258464,-0.005235199678933822,0.07516926331617269,0.024871065040649176,0.017385667174961927,0.1587213194926964,0.14742352281541748,8518.119761612412,8125.601314491393,7321.614171308916,9593.454403151873,11458.317111205683,132.31705318674696,.,.,.,.,-0.00363560229972959,.,.,.,.,0.016733959929147613,.,.,.,.,33.91083468078873,.,.,.,.,0.0038844002721508133,.,.,.,.,90.44370779481957,0.03801369124868015,0.004203201982813987,7494.491542846949,95.4710190562108,0.020832212518888005,-0.006526073364126139,34.40031227836981,0.004660044517857803
,2021-10-01 00:00:00,144.55801328327894,145.13571687624537,149.20186582890122,155.09534171096468,124.05171755296463,0.008592921756408023,-0.0018517716667633133,0.016811126303128532,0.014095395544841294,-0.0058714259830131565,0.07921526331493456,0.02235411445941815,0.03446942378907658,0.16931860923822573,0.10871688603503094,8591.31529823566,8110.554556201803,7444.698751885566,9728.677937605698,11391.040450397344,132.33151685103837,.,.,.,.,0.00010931065908037496,.,.,.,.,0.018589045057553877,.,.,.,.,33.91454149647765,.,.,.,.,0.003846168562468624,.,.,.,.,94.2513703469606,0.04209980600064611,0.04852459481219484,7810.008182874289,96.15718131514302,0.007187126163681334,0.007975719619850885,34.647551662784494,0.004497807359085277
,2021-11-01 00:00:00,146.66810561455884,145.12478501725943,155.05494278477207,155.63788461914504,125.13960040066097,0.014596854808352377,-7.532163151302562e-05,0.039229247726586314,0.0034981251028896043,0.008769591176614355,0.0865895510926904,0.02615715844516253,0.06867692015187066,0.15943446361972713,0.08762563714689042,8716.721480256783,8109.943656000155,7736.748683473092,9762.710070117166,11490.935218223607,133.06613192813225,.,.,.,.,0.00555132363457167,.,.,.,.,0.028090737581052405,.,.,.,.,34.10281209224271,.,.,.,.,0.003809179149293011,.,.,.,.,94.41024185115106,0.0016856147937756027,0.051073170589858385,7823.17284820685,97.97748240740016,0.018930474743132697,0.024969863071432563,35.30344626444822,0.0045749926044583965
,2021-12-01 00:00:00,147.4230362165919,145.74767082388806,157.28961426954217,155.23597528384204,125.37650247000936,0.005147203605513351,0.004292070486475064,0.014412126725118268,-0.002582336147053832,0.0018931023320347684,0.09256017770024005,0.041543363829270374,0.09484956804804501,0.14808436268897118,0.057498581605461396,8761.588220488216,8144.75210581305,7848.251685939698,9737.499471009896,11512.688734482486,134.3453220714215,.,.,.,.,0.009613191010768407,.,.,.,.,0.04420721309754816,.,.,.,.,34.430648938889775,.,.,.,.,0.003829742130808192,.,.,.,.,92.18867381042304,-0.023531006776050578,0.049763216046628145,7639.085714905479,98.69547514941556,0.007328140347900636,0.03144161110709143,35.562154873438665,0.004723239591085573
,2022-01-01 00:00:00,148.56221376857556,146.89201822067446,159.19900056402383,155.1929506027777,126.95649343380649,0.007727269639935974,0.007851565588098852,0.012139303051564632,-0.0002771566383737989,0.012601970326737044,0.09345890362503795,0.04913788416206755,0.11075821471675873,0.12852644300153893,0.04929049001104535,8829.291375142016,8208.701161170648,7943.523991580272,9734.800658390344,11657.771296295394,135.88299757085028,.,.,.,.,0.011445694392033356,.,.,.,.,0.05776372747061265,.,.,.,.,34.8247316243637,.,.,.,.,0.0038852532231462684,.,.,.,.,88.54640414986609,-0.03950886274865961,0.020964995720405,7337.274125870033,100.42301531678565,0.01750374234233898,0.03917208285400564,36.18462566948169,0.004955581461047617
,2022-02-01 00:00:00,149.30007996517793,148.73826221290636,159.58139005174996,154.545440158558,128.9428408853361,0.004966715141656364,0.012568715540815178,0.0024019590975532523,-0.0041722928889794675,0.015645890948975172,0.09254162373034136,0.06555729188294235,0.11206285515673131,0.11128879882174214,0.041797828899799105,8873.14395030503,8311.87399102496,7962.60401129848,9694.18421882771,11840.167514705325,136.80103149000797,.,.,.,.,0.006756061726405749,.,.,.,.,0.06085918794665379,.,.,.,.,35.06000966082341,.,.,.,.,0.003897004302908268,.,.,.,.,86.26281824550347,-0.025789707964850028,0.01278730528402261,7148.047968905795,100.34371270534534,-0.0007896856232623151,0.039904356783407424,36.156051190807375,0.005089439209095514
,2022-03-01 00:00:00,149.4029971478321,148.6496474799706,160.1237417531966,152.90259924467796,131.46883737598617,0.0006893310618332205,-0.0005957763094537327,0.0033985899061963476,-0.010630148079390334,0.019590048375747626,0.09047638246825729,0.07201603618930519,0.11718908698674735,0.08578034739205775,0.05511173181868201,8879.260484046094,8306.921973413944,7989.665636918317,9591.133605072682,12072.11696909536,138.29295719402205,.,.,.,.,0.010905807418002178,.,.,.,.,0.06625628105708836,.,.,.,.,35.44236737425764,.,.,.,.,0.003947156468427092,.,.,.,.,84.04982959124736,-0.02565402683642859,-0.010733203495701726,6964.671754483407,100.73947676570758,0.003944084284825955,0.04876887425518017,36.2986537041104,0.00524211158722651
,2022-04-01 00:00:00,148.15193481607727,147.94241123756794,158.4232249904273,151.03338922630638,131.21360764215348,-0.00837374320219908,-0.004757739116051152,-0.010620016395759602,-0.012224841353942084,-0.001941370585812452,0.08145582631893733,0.06279357636482685,0.11941085256420925,0.0670985019903001,0.04099309542282992,8804.907836927257,8267.399805807048,7904.815256857609,9473.883518346205,12048.680516303071,138.59432090458353,.,.,.,.,0.00217916889389147,.,.,.,.,0.060868494531051365,.,.,.,.,35.519602278765504,.,.,.,.,0.003990567233056742,.,.,.,.,83.48543224008331,-0.006715032664656673,-0.010128716970866924,6917.90375615344,100.22533975826222,-0.005103629917009522,0.05722631540516421,36.113398809118934,0.0052479478314692175
,2022-05-01 00:00:00,147.25563449485523,146.6561677598878,155.413603999549,153.11441802646766,130.3953794884675,-0.006049872533455347,-0.008694217343900523,-0.018997347081276428,0.013778600949245101,-0.006235848311689218,0.06865307053084879,0.04138444906496619,0.10400294976087632,0.0711107510657858,0.021742670902452632,8751.639266845026,8195.521235026441,7754.6447378097155,9604.420378785126,11973.5467722474,138.901324519225,.,.,.,.,0.002215124058747131,.,.,.,.,0.05256478978563939,.,.,.,.,35.59828260433033,.,.,.,.,0.0040181495449374835,.,.,.,.,84.8933554232988,0.016864297703659936,0.002776732913410518,7034.569344582478,100.10350446427708,-0.0012156136789258642,0.07766617586463842,36.069498867534065,0.005141711888033232
,2022-06-01 00:00:00,147.4684222453769,147.5037152193845,153.97001994199232,154.98167190848676,130.22797831240572,0.0014450228084759154,0.005779146369652377,-0.009288659553644107,0.012195153833888694,-0.0012837968394162624,0.054513256882544825,0.029723654868218485,0.07368581774976612,0.06946162344706441,0.01678615827287322,8764.285585197173,8242.884351819253,7682.614482880744,9721.547762789745,11958.175170744586,138.4731480923169,.,.,.,.,-0.003082594268917993,.,.,.,.,0.04220791365191823,.,.,.,.,35.48854754239089,.,.,.,.,0.003991671631168367,.,.,.,.,85.3901333947262,0.00585178862291813,0.0005585939465606593,7075.734157440235,100.36504576919721,0.002612708778976458,0.09654580214489239,36.16373796387855,0.005122145948513974
,2022-07-01 00:00:00,148.45348921704942,148.97536982712282,155.14583472423047,154.74806820163923,132.10967435744473,0.006679850212498062,0.009977068072824391,0.007636647593350476,-0.0015072989210328513,0.014449245618518125,0.04489139899986494,0.027315908893318586,0.05559483328508574,0.049659684779047364,0.03429777396353617,8822.829700125845,8325.124170113775,7741.283902282074,9706.894484336122,12130.961780935939,139.5105580134974,.,.,.,.,0.0074917768207947155,.,.,.,.,0.045375709366532124,.,.,.,.,35.754419820272645,.,.,.,.,0.003997925159209128,.,.,.,.,85.02464151118143,-0.004280258959840744,-0.01425289274036079,7045.448182915401,100.44431421239187,0.0007898012957314737,0.09067878238889238,36.19230013098092,0.005148862337467809
,2022-08-01 00:00:00,149.35176094595485,151.45902603959843,156.76472733087994,151.67986399164226,135.54798256723333,0.006050863025469866,0.01667158950743164,0.010434650788575972,-0.01982709216117029,0.02602616520335732,0.047035783714142854,0.03877755548139383,0.0691373127530146,0.010486789573371125,0.08057083767609119,8876.215434138352,8463.91722287631,7822.0614964576125,9514.434992796436,12446.684196322192,142.39725761860242,.,.,.,.,0.02069162109455358,.,.,.,.,0.07226963119474816,.,.,.,.,36.49423672764932,.,.,.,.,0.004063752146469563,.,.,.,.,84.20740447575487,-0.009611766905469166,-0.03355975908635278,6977.728977236658,100.38435330442279,-0.0005969567161591138,0.07336846824371634,36.17069489434448,0.005190897797095488
,2022-09-01 00:00:00,150.2783897274963,153.16129460502557,157.71406678018965,151.6260284760724,136.802826579751,0.006204337837548257,0.011239135823982505,0.006055823050717057,-0.0003549285590922491,0.00925756317985238,0.048504449733163035,0.053342885883750135,0.07482179921605114,-0.008588809785861407,0.09631371166751612,8931.286473410606,8559.04433814716,7869.430516771987,9511.058048093866,12561.910161649314,144.45559393249937,.,.,.,.,0.014454887322409071,.,.,.,.,0.0917382941458087,.,.,.,.,37.02175680746482,.,.,.,.,0.004098202854790087,.,.,.,.,84.09537098842267,-0.0013304469842013722,-0.07019102778049224,6968.445478762318,100.40546840648085,0.0002103425619930377,0.05168531140706456,36.178303130977625,0.005204629111516541
,2022-10-01 00:00:00,150.26896936651198,153.69903956118856,156.42399983432816,152.7839090627773,136.58095743306004,-6.26860655174033e-05,0.0035109716038228544,-0.008179783656580897,0.007636423629519662,-0.0016218169773095648,0.03950632658489672,0.059002173064298,0.048405118564059935,-0.014903301560758364,0.10100013226133653,8930.726606201579,8589.094899774254,7805.060277644296,9583.688516514063,12541.537042481714,145.61092632178628,.,.,.,.,0.007997837659556195,.,.,.,.,0.10034955985350136,.,.,.,.,37.31785080828249,.,.,.,.,0.00413193076325501,.,.,.,.,84.37324100397018,0.0033042248613870395,-0.10480621455822647,6991.470789558464,100.73548131683644,0.0032868021592167285,0.04761266853994628,36.29721405582532,0.005214174747111886
,2022-11-01 00:00:00,150.15862190439972,153.81370741529662,155.63764316055335,154.76614200982667,133.901032962521,-0.0007343329935477483,0.000746054460948109,-0.005027084556127215,0.012974094976421213,-0.019621508890450667,0.023798741213811647,0.059872077653750466,0.003758025157508893,-0.0056010952053966445,0.07001326945114439,8924.168478998288,8595.502832339738,7765.823579662908,9708.028201551753,12295.453161902742,145.71549607056568,.,.,.,.,0.0007181449319833,.,.,.,.,0.09506073378059288,.,.,.,.,37.34465043371297,.,.,.,.,0.004137872249963079,.,.,.,.,84.81657740347595,0.0052544668692400265,-0.10161677652304568,7028.207241189459,101.16681844597097,0.004281878872230527,0.03255172474537815,36.45263432981179,0.005209728638903617
,2022-12-01 00:00:00,149.3569619123316,153.90187750333754,153.71064418309112,154.43310813324476,133.0940346234838,-0.005338754324600181,0.0005732264667599463,-0.012381316873800063,-0.0021518522866633694,-0.0060268268375723855,0.013118205576083897,0.0559474236079045,-0.02275401400831134,-0.005171914236563269,0.06155485279484885,8876.524535937575,8600.430002058345,7669.672457137072,9687.137958867252,12221.350594806472,146.64420763668778,.,.,.,.,0.006373457807619554,.,.,.,.,0.09154680919018432,.,.,.,.,37.582664987592544,.,.,.,.,0.004190119440384945,.,.,.,.,84.99694530132234,0.0021265642091212733,-0.07801097696545434,7043.15317516286,100.64357836274306,-0.005172052371177016,0.019738526111539034,36.264099395990634,0.005154565601689811
,2023-01-01 00:00:00,149.52229818050282,155.19642454277968,153.22292769171787,154.08338454221897,133.75481120437922,0.001106987354685618,0.008411509076060808,-0.003172951970667026,-0.0022645635722363666,0.00496473476639836,0.006462507440975873,0.05653408825542572,-0.03753838184368885,-0.007149590598343081,0.05354840533711891,8886.350736352415,8672.772597078685,7645.336954799828,9665.200819126372,12282.02635899685,148.45452475178948,.,.,.,.,0.0123449616202147,.,.,.,.,0.09251729359579608,.,.,.,.,38.046621544449756,.,.,.,.,0.004188310829070815,.,.,.,.,85.87024388618227,0.010274470238477384,-0.03022325174441176,7115.517842846109,99.948620672314,-0.006905136937045975,-0.004723963356160654,36.01369082376267,0.005064037013520352
,2023-02-01 00:00:00,149.74063457731486,156.01140463851735,152.8201469443324,154.19714627203365,134.4834783511247,0.0014602263305802943,0.005251281388335194,-0.0026287237390206775,0.0007383127658615596,0.005447782701678339,0.0029507995725097658,0.04889893372022924,-0.042368618955035964,-0.0022536665343668716,0.04296971764966506,8899.326819680407,8718.315766402988,7625.239476053935,9672.33676027575,12348.936169736951,149.0274841381876,.,.,.,.,0.003859494261667429,.,.,.,.,0.08937397996938823,.,.,.,.,38.1934622619764,.,.,.,.,0.004194403234720072,.,.,.,.,85.91672748282542,0.0005413236825642098,-0.004012050263568656,7119.369641168149,99.82601981844847,-0.0012266387774122478,-0.005159196056628401,35.969515034080516,0.00505593902030677
,2023-03-01 00:00:00,149.49323037428536,156.6650437200224,152.56577171973086,153.15438131100038,134.3156033778503,-0.001652218208690548,0.004189687818140886,-0.001664539850849689,-0.006762543835886703,-0.0012482944026483977,0.0006039586097725813,0.05392139420399089,-0.04720080826686568,0.0016466827089023361,0.02165354207645942,8884.623189863843,8754.842787764192,7612.54696107377,9606.927158938926,12333.521061837606,149.7491196816845,.,.,.,.,0.00484229836979444,.,.,.,.,0.08283981136935048,.,.,.,.,38.378406402024375,.,.,.,.,0.004218051949100301,.,.,.,.,86.46727326859607,0.00640789985722745,0.0287620294901878,7164.989848875341,98.78352943202833,-0.010443072741116,-0.01941589728749782,35.59388277211695,0.004978262199951372
,2023-04-01 00:00:00,148.51194115945148,156.10310361701946,151.644796108886,152.57350891760325,131.4664263268258,-0.006564104691409889,-0.0035868888787161657,-0.006036580816677128,-0.003792724624818944,-0.021212554456605637,0.002429980707448376,0.05516127735911347,-0.042786838116386505,0.010197213339291356,0.0019267718433733094,8826.30359310185,8723.44013953385,7566.593206122498,9570.490729734378,12071.895574671684,150.9153152017468,.,.,.,.,0.007787661941126789,.,.,.,.,0.08889970539013481,.,.,.,.,38.677284456922514,.,.,.,.,0.004277642074400426,.,.,.,.,86.1197858979015,-0.004018715492683178,0.03155465075921793,7136.195793164748,98.13940564846291,-0.006520558510805463,-0.020812442390621633,35.36179077687461,0.004966424852529302
,2023-05-01 00:00:00,148.34331231974738,156.28733317915896,151.80880059953049,152.5566779695114,129.57082918826842,-0.0011354564379644216,0.0011801787272052167,0.0010815042444762835,-0.0001103136986966291,-0.014418868691577047,0.007386323984296617,0.06567173795949555,-0.02319490255196044,-0.003642635776206493,-0.006323462560052007,8816.281709863633,8733.735358014575,7574.776508791144,9569.434973503638,11897.832497522064,153.7382160052582,.,.,.,.,0.01870519767816603,.,.,.,.,0.10681605475964817,.,.,.,.,39.40075070834391,.,.,.,.,0.004364676349939978,.,.,.,.,86.30149162949691,0.002109918524540122,0.016587119205935474,7151.252584863491,97.03105826520873,-0.011293601952556132,-0.03069269368251526,34.96242878751101,0.004894263790418042
,2023-06-01 00:00:00,149.01062485166764,157.2237258671893,152.55329817197685,153.77387180125905,128.42335400388012,0.004498433542335256,0.005991481644625152,0.00490417926698683,0.00797863356719719,-0.00885596851989734,0.010457849774269778,0.06589671747147574,-0.009201283279363204,-0.007793180266766564,-0.013857423972262417,8855.941167225961,8786.063373101133,7611.924570697617,9645.785988602345,11792.465667468996,157.18497498850442,.,.,.,.,0.02241966293617148,.,.,.,.,0.13512964176789555,.,.,.,.,40.2841022586571,.,.,.,.,0.004444185588054235,.,.,.,.,86.55880750513808,0.002981592447391934,0.013686289784904382,7172.574705559912,97.37996313926723,0.0035958061294649735,-0.029742253461375157,35.08814690324612,0.004893840594702085
,2023-07-01 00:00:00,149.81750916178956,157.81431310867475,152.53033853109122,155.17275612801288,130.21756795787476,0.005414944812996536,0.003756349356485389,-0.00015050242217484744,0.009097022207789518,0.013971087797165271,0.009188197272654408,0.05933157468787642,-0.016858307525872362,0.00274438273323252,-0.014322239523886449,8903.895599913634,8819.066896598722,7610.778957612315,9733.533917952245,11957.219240654262,159.41215051785488,.,.,.,.,0.01416913753692639,.,.,.,.,0.1426529489075088,.,.,.,.,40.85489324411162,.,.,.,.,0.004485747274474754,.,.,.,.,86.23051209443958,-0.003792744148872651,0.014182601206258028,7145.370964813048,97.79446223762383,0.004256513198344525,-0.026381303865193106,35.23750006364524,0.0049357938926381855
,2023-08-01 00:00:00,150.42572944568533,159.28297023633846,152.04103968565937,155.99579729767095,131.22667503701555,0.00405974099622064,0.00930623527570873,-0.0032078788399995117,0.0053040313918191195,0.007749392766014829,0.0071908659993578095,0.05165716696669165,-0.030132337328985903,0.02845422716272017,-0.03188027920721259,8940.043109906674,8901.139208050685,7586.364500838277,9785.1608874064,12049.880428939441,161.54583749992028,.,.,.,.,0.013384719892016061,.,.,.,.,0.13447295405509507,.,.,.,.,41.40172454640228,.,.,.,.,0.004525792890880754,.,.,.,.,85.77770580825734,-0.005251114427875847,0.018648019640061353,7107.849804247193,98.80492035843073,0.010332467684639024,-0.01573385586499032,35.60159039434032,0.005020153627728751
,2023-09-01 00:00:00,151.09669712450088,160.686269210511,151.6704509078994,156.84319395255653,132.5015565982079,0.0044604582027825135,0.008810100490280748,-0.0024374259642406804,0.005432176184007043,0.009715109834435243,0.005445276586264036,0.04913104596622109,-0.0383200813705058,0.034408112702809746,-0.03144138238280936,8979.919798529485,8979.55913895159,7567.873299029741,9838.315605335645,12166.9463407984,162.49327317086505,.,.,.,.,0.00586481017157281,.,.,.,.,0.12486660258234283,.,.,.,.,41.64453780164267,.,.,.,.,0.004532257034508214,.,.,.,.,85.18440352275334,-0.006916742292341516,0.012949970034386249,7058.686638898545,99.73202211694735,0.00938315374531351,-0.006707267046523024,35.935645590588095,0.005101316977699275
,2023-10-01 00:00:00,151.71165763368603,161.61081520323683,152.22181605339756,157.25435219972027,133.18548061984583,0.0040699798267491705,0.005753733640517789,0.0036352838815845168,0.002621460560718436,0.005161630090971814,0.009600706474902854,0.05147576500566586,-0.026864060408768542,0.029259908090884856,-0.024860543351208908,9016.467890955326,9031.225130446395,7595.384666851578,9864.106361678932,12229.747617146304,162.28523081911817,.,.,.,.,-0.0012803136258331405,.,.,.,.,0.11451272867039708,.,.,.,.,41.5912197324537,.,.,.,.,0.004507166025985176,.,.,.,.,83.94858173969428,-0.014507606227810999,-0.005033103614639156,6956.281992655894,96.32009605315679,-0.0342109383863658,-0.043831480288382574,34.706253433414204,0.004987187638980295
