Unnamed: 0,Natal,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-06-01 00:00:00,121.24280786303278,.,.,.,.,0.007949086521462867,.,.,.,.,0.09776548229958593,.,.,.,.,5451.159081684227,.,.,.,.,144.73205658256617,.,.,.,.,0.002082997041969792,.,.,.,0.010072305671481763,0.08727379337788976,.,.,.,.,34.60747022715077,.,.,.,.,0.0061386293114480085,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,122.52626354321356,.,.,.,.,0.010585829401366986,.,.,.,.,0.1145069419086846,.,.,.,.,5508.864121762648,.,.,.,.,145.85116725918047,.,.,.,.,0.007732293059595108,.,.,.,-0.049994767566704734,0.08561287253876126,.,.,.,.,34.87506532899831,.,.,.,.,0.006112114757253853,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,123.59472440921043,.,.,.,.,0.008720259927130103,.,.,.,.,0.11658058338663402,.,.,.,.,5556.902848807659,.,.,.,.,146.39129552320153,.,.,.,.,0.003703283793822898,.,.,.,-0.013059070957208707,0.08636831572549486,.,.,.,.,35.0042175932397,.,.,.,.,0.006070119591794857,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,124.50251344182152,.,.,.,.,0.007344884961315135,.,.,.,.,0.11542995528431055,.,.,.,.,5597.717660973355,.,.,.,.,148.0294925589721,.,.,.,.,0.011190535816461233,.,.,.,0.1280230704555665,0.08492689509983609,.,.,.,.,35.395933543944054,.,.,.,.,0.006077969013362191,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,124.41106130573223,.,.,.,.,-0.0007345404808395406,.,.,.,.,0.0983058730562878,.,.,.,.,5593.605910751059,.,.,.,.,150.22224912530936,.,.,.,.,0.014812970904860112,.,.,.,0.15002680600539242,0.09228000453744345,.,.,.,.,35.92025247768086,.,.,.,.,0.006158256080715757,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,124.6000224882155,.,.,.,.,0.0015188455150214608,.,.,.,.,0.09138923035193236,.,.,.,.,5602.1017340014005,.,.,.,.,151.44775780697134,.,.,.,.,0.008157970532312486,.,.,.,0.014514523797438894,0.09777444657636347,.,.,.,.,36.213288838907005,.,.,.,.,0.006194681416570493,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,124.4323126215456,.,.,.,.,-0.0013459858459154983,.,.,.,.,0.08510679236309149,.,.,.,.,5594.561384360056,.,.,.,.,151.78447451396684,.,.,.,.,0.0022233191951555042,.,.,.,-0.07812885539435965,0.11039823748252076,.,.,.,.,36.29380253910226,.,.,.,.,0.006211627860693312,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,125.11015797835685,.,.,.,.,0.005447502682626171,.,.,.,.,0.08178660464754084,.,.,.,.,5625.037772509474,.,.,.,.,153.10659023081269,.,.,.,.,0.008710480575035318,.,.,.,-0.05722393393718095,0.12900420992206563,.,.,.,.,36.609939001113275,.,.,.,.,0.006359140391217712,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,125.88196723976672,.,.,.,.,0.006169037541646993,.,.,.,.,0.0777356284711277,.,.,.,.,5659.738841701267,.,.,.,.,155.4785863303075,.,.,.,.,0.015492449383915918,.,.,.,-0.030571058034240983,0.13361683300720384,.,.,.,.,37.17711662803627,.,.,.,.,0.006425893398195288,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,127.75854118746436,.,.,.,.,0.014907408811965395,.,.,.,.,0.08210125101370003,.,.,.,.,5744.1108823834675,.,.,.,.,158.23091852670177,.,.,.,.,0.01770232326750798,.,.,.,-0.024244278660677465,0.12554270357673092,.,.,.,.,37.835237964739626,.,.,.,.,0.006482736631362766,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,128.49912065209455,.,.,.,.,0.005796711967331447,.,.,.,.,0.07923416443149511,.,.,.,.,5777.407838677059,.,.,.,.,160.76945698096935,.,.,.,.,0.016043251710247786,.,.,.,0.012691429849034819,0.12573766768366235,.,.,.,.,38.44223821092506,.,.,.,.,0.006540288947706579,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,129.69347512815344,.,.,.,.,0.009294650967243134,.,.,.,.,0.07820349996261111,.,.,.,.,5831.106828032976,.,.,.,.,161.37207738478224,.,.,.,.,0.0037483513045903916,.,.,.,-0.006878400758345893,0.1172936995639291,.,.,.,.,38.586333224674355,.,.,.,.,0.0064622823424595075,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,130.4858156861821,.,.,.,.,0.006109332464456774,.,.,.,.,0.07623551438689113,.,.,.,.,5866.730998281194,.,.,.,.,160.77980455690852,.,.,.,.,-0.0036702311668300736,.,.,.,-0.01251394681576734,0.11087901570159397,.,.,.,.,38.44471246185947,.,.,.,.,0.0063655189315989,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,131.49488094332912,.,.,.,.,0.007733141352113115,.,.,.,.,0.07319750999305086,.,.,.,.,5912.099258365726,.,.,.,.,161.50484847109183,.,.,.,.,0.004509545935706738,.,.,.,0.00052279185387194,0.10732640338828725,.,.,.,.,38.618080658691255,.,.,.,.,0.006326331433677814,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,132.1165512509467,.,.,.,.,0.004727714897780011,.,.,.,.,0.06894976207496795,.,.,.,.,5940.049978106656,.,.,.,.,163.21139708633137,.,.,.,.,0.01056654726712436,.,.,.,0.03032793549977142,0.11489823560215728,.,.,.,.,39.026140433336934,.,.,.,.,0.0063488773136841075,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,132.6535468112859,.,.,.,.,0.004064559324737482,.,.,.,.,0.06546882584240565,.,.,.,.,5964.193663634577,.,.,.,.,164.08997083845966,.,.,.,.,0.005383041673637345,.,.,.,-0.007441381493065724,0.10849512486904844,.,.,.,.,39.23621977365081,.,.,.,.,0.006348578981872806,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,133.5733488057459,.,.,.,.,0.0069338665762817,.,.,.,.,0.07364528044253182,.,.,.,.,6005.548586733324,.,.,.,.,162.96507985568422,.,.,.,.,-0.0068553305057434955,.,.,.,-0.011443803749993986,0.08482652073558894,.,.,.,.,38.967242519306446,.,.,.,.,0.006265254690977347,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,135.0986637796843,.,.,.,.,0.011419306228195758,.,.,.,.,0.08425874315120407,.,.,.,.,6074.127785113539,.,.,.,.,163.1180074834982,.,.,.,.,0.0009384073443794438,.,.,.,-0.04962528132319133,0.07705792311168613,.,.,.,.,39.00380966587678,.,.,.,.,0.006230949074249179,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,135.95916322141395,.,.,.,.,0.006369414897640535,.,.,.,.,0.09263550887241534,.,.,.,.,6112.816425118213,.,.,.,.,167.16256831180598,.,.,.,.,0.024795305501245535,.,.,.,-0.011449056179703043,0.10131532784945074,.,.,.,.,39.97092104225463,.,.,.,.,0.006363249763095098,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,136.79955680032305,.,.,.,.,0.006181220588571179,.,.,.,.,0.09343285158338932,.,.,.,.,6150.60109185931,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
