Unnamed: 0,Salvador,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2020-09-01 00:00:00,154.01226474877782,147.18491375303887,166.979545179628,149.0605407151761,149.38045650363645,0.007033021141532592,0.00791662519375369,0.007202521144610952,0.0050548557331926425,0.010250661962760699,0.033752869095149185,0.07024390916968848,0.02063866369483569,0.01838647523547121,0.057220221061048626,5159.107942287745,6117.092100401248,4758.623759721095,4907.88475663425,6007.532771469069,103.827823750846,.,.,.,.,-0.011097638322228875,.,.,.,.,-0.003445363673591273,.,.,.,.,25.194317217152587,.,.,.,.,0.004397446706458285,.,.,.,.,99.46153083547667,0.008003394863279611,0.05737854575795187,5247.476237954239,97.7415764047629,-0.007006348410359964,-0.10883169963538952,33.26735074436201,0.00608752159457781
,2020-10-01 00:00:00,154.64521803554752,147.3870546763954,168.10498010570998,149.23932015175674,150.6161248007439,0.004109758971482913,0.001373380723622919,0.006739956830468685,0.0011993746683252038,0.00827195421696536,0.03360554857226061,0.07171565410098224,0.022736850687038013,0.011853874964884437,0.0656441091337836,5180.310632438411,6125.493196776565,4790.6966784340575,4913.771149286417,6057.22680751158,103.15436751839208,.,.,.,.,-0.006486278996562622,.,.,.,.,-0.006000436732687686,.,.,.,.,25.030899846554235,.,.,.,.,0.004348791536126784,.,.,.,.,99.19137430480433,-0.0027161911585618093,0.039043791085404456,5233.223089391945,97.42891158688231,-0.003198892726937408,-0.08865898323313126,33.160932058021395,0.006084575135209702
,2020-11-01 00:00:00,155.76453912500546,148.02391392032015,170.100040038287,149.844696222922,151.57208498081107,0.007237993542100085,0.0043209985118641825,0.011867940683984779,0.004056411343536626,0.006346997582973524,0.03333730729334383,0.06055942818906068,0.034899368892678195,0.0074596426592623555,0.05500579733117372,5217.805687342072,6151.961443764271,4847.552382448676,4933.703426315926,6095.672011418379,103.31948672557004,.,.,.,.,0.0016007001075211136,.,.,.,.,0.010437423571578064,.,.,.,.,25.070966810629965,.,.,.,.,0.004322457649941759,.,.,.,.,98.42461521614612,-0.007730098448903822,0.02760002737571421,5192.769759705869,97.42845371228938,-4.6995761880941345e-06,-0.043458593601573337,33.160776215694725,0.0061319470950132035
,2020-12-01 00:00:00,156.33184751389433,148.58982065753545,171.0633096311262,150.05384975791057,152.0368486493222,0.0036420894773334656,0.003823076435608419,0.00566295923635507,0.0013958020554654116,0.003066288021108754,0.03607212271068172,0.05105303842992437,0.04781407735936383,0.010418223728083431,0.044966025856569614,5236.809402530711,6175.480862592698,4875.0038739865795,4940.589899699435,6114.363097487599,105.04633686044357,.,.,.,.,0.01671369254340438,.,.,.,.,0.04955246472162522,.,.,.,.,25.48999524166873,.,.,.,.,0.00438175119435276,.,.,.,.,97.53648453624581,-0.00902346103106344,0.023051544424255388,5145.913004135878,98.25754463327308,0.008509741142274985,-0.0019383652772401172,33.4429658373672,0.006240438733215802
,2021-01-01 00:00:00,156.41233104574192,149.8900896414931,171.05203833798754,149.7905465049292,151.2230266423492,0.0005148249261266447,0.0087507271911611,-6.588960054010329e-05,-0.0017547250764053945,-0.005352794498195035,0.034940059546675784,0.052293857528045606,0.04744992870833764,0.008432341962030465,0.03962394583589579,5239.505442544509,6229.520810895482,4874.682661928691,4931.9205227101975,6081.6341683394,106.29110789625273,.,.,.,.,0.011849732917986966,.,.,.,.,0.05634164170633982,.,.,.,.,25.792044877363264,.,.,.,.,0.004408879248352439,.,.,.,.,97.5607580023611,0.0002488655012604646,0.0071451574546033125,5147.193644355094,99.27056702717256,0.010309868801224198,-0.0028259869082970512,33.78775842747427,0.006258324288003132
,2021-02-01 00:00:00,155.8870689490044,150.86323298006005,169.99573698394863,148.91402703536627,150.4990887518884,-0.0033581885342780504,0.006492379455469877,-0.006175321640726206,-0.005851634098511638,-0.00478721995277176,0.030610807185803335,0.053561778273419014,0.03805004588788208,0.007458271106695946,0.0317251316993763,5221.910195442068,6269.965223825562,4844.57992859481,4903.060728408357,6052.5200479032665,107.70744354047474,.,.,.,.,0.013325062390020959,.,.,.,.,0.061374203459060084,.,.,.,.,26.13572548452035,.,.,.,.,0.004486951261568411,.,.,.,.,98.15227604793968,0.006063073490719217,0.001772431600505664,5178.401457691782,100.69657625285811,0.014364874387140514,0.010856138529096393,34.27311533310799,0.006311630922093081
,2021-03-01 00:00:00,156.07052907415186,152.91437708131406,169.59015651397135,148.83722608418043,149.81138692296201,0.0011768784055301573,0.013596050281682093,-0.0023858272988079854,-0.000515740207385651,-0.0045694750355607106,0.02996132775369853,0.06082385241789767,0.033273864756985905,0.009702848695389177,0.022228059860343263,5228.055748786701,6355.211986273092,4833.021597549911,4900.532022851464,6024.863208642142,108.13190293649623,.,.,.,.,0.003940854801385951,.,.,.,.,0.04766558099437579,.,.,.,.,26.23872258378373,.,.,.,.,0.004505403014570345,.,.,.,.,98.37846123958421,0.002304431448273858,0.0009686848309542473,5190.334728862674,100.81311886600619,0.0011573642072539858,0.01330760472614223,34.312781810065616,0.00635810129499373
,2021-04-01 00:00:00,157.06601489745796,155.31322329174276,169.9980354924792,149.7138919127035,150.3669601159929,0.006378435629145196,0.015687512555821348,0.002405086397064826,0.005890097871262601,0.003708484411245605,0.0347612495898475,0.06796916825397159,0.034710425595511074,0.017891066869170302,0.023604353724263838,5261.402565845919,6454.909454102658,4844.645432050899,4929.396636087316,6047.206319931278,108.0669572003613,.,.,.,.,-0.0006006158623979019,.,.,.,.,0.035220457755180234,.,.,.,.,26.22296319079085,.,.,.,.,0.004476863745303161,.,.,.,.,98.15266469359038,-0.002295182737651724,0.001179751053899114,5178.421962190354,101.23138714134636,0.004148946883550941,0.020520297733192194,34.45514371922245,0.006400291655547276
,2021-05-01 00:00:00,158.41450968105272,156.65017972201002,171.54374175228335,151.30051938442907,150.64312022495523,0.008585528731184455,0.008608130086617871,0.009092494835756693,0.010597730454103171,0.0018365743960595537,0.040418936778934045,0.06804229143792284,0.04283792774438777,0.025996537702613454,0.02439181665468193,5306.574488741316,6510.474154380914,4888.695345622895,4981.637052937932,6058.312464226153,107.95469225741093,.,.,.,.,-0.0010388461548170858,.,.,.,.,0.03457576859905087,.,.,.,.,26.195721566312187,.,.,.,.,0.004440794595126771,.,.,.,.,98.35106517321461,0.0020213458314513044,0.00832341975767692,5188.889343837123,100.83112831357757,-0.00395390045589239,0.01523461841241014,34.31891151076317,0.006361246525231995
,2021-06-01 00:00:00,159.0612567512987,156.83021695857036,172.55913342414556,151.94852223172657,151.111527363744,0.004082625206164092,0.0011492947973621437,0.005919141447482623,0.004282885808547965,0.003109382878483169,0.0438312881932279,0.07091833060759711,0.04739043607250015,0.028544388235940188,0.02775453130042904,5328.239243507438,6517.956608454904,4917.632224867287,5002.972835575296,6077.150077274919,108.15676401523595,.,.,.,.,0.0018718200533904827,.,.,.,.,0.034690594847693434,.,.,.,.,26.244755243253046,.,.,.,.,0.0044296000980393185,.,.,.,.,98.16229165395197,-0.0019193845936510412,0.007600889996248528,5178.929869572402,100.48070095452742,-0.0034753886514127252,0.015400502823552209,34.19963995516983,0.006351994022725914
,2021-07-01 00:00:00,158.9212789197883,155.86794828804744,173.11750667480018,151.77330653405528,150.58013658122817,-0.0008800246796066835,-0.006135735122888453,0.003235837127682828,-0.0011531253815293407,-0.0035165469622756573,0.04046554026993987,0.06575421420898908,0.046343925092522165,0.025138547150060697,0.02083839587834957,5323.550261474303,6477.964153162945,4933.544881800802,4997.203780615492,6055.779493631384,108.84870600229004,.,.,.,.,0.006397584037893589,.,.,.,.,0.033948327925455324,.,.,.,.,26.412658270475703,.,.,.,.,0.004463813080281331,.,.,.,.,97.9669310889589,-0.0019901793417961278,0.0025310520290509064,5168.622870333367,99.21603836590043,-0.012586124266781518,0.005343027576561354,33.769199036814875,0.0062856620075513485
,2021-08-01 00:00:00,158.60311006257555,156.77432486327373,172.45199579836313,150.7511305623427,150.955038727424,-0.0020020532138640412,0.005815028587861315,-0.003844272536152049,-0.006734886358183312,0.0024897184629235625,0.037050973500640794,0.07358454344277221,0.040211750233719146,0.01645381837478621,0.020899462824186976,5312.892230564151,6515.633699904729,4914.5789907058215,4963.5481810443625,6070.856679644072,109.29583090503111,.,.,.,.,0.0041077649809788674,.,.,.,.,0.04098209322854007,.,.,.,.,26.52115526317372,.,.,.,.,0.004490267402211025,.,.,.,.,97.18794293941102,-0.007951541820173214,-0.015038521931115656,5127.524349427208,97.64070084353924,-0.01587785148759402,-0.00803118139935155,33.23301670965333,0.0062308947842084055
,2021-09-01 00:00:00,158.6072614176911,157.3210389581336,172.66820201175145,150.0916081289669,151.21512230742294,2.6174487460561835e-05,0.003487268054489734,0.0012537182442418082,-0.004374908704933733,0.0017229208259059714,0.02983526459018404,0.06886660423704916,0.03406798614766782,0.006917105015477931,0.012281832889845523,5313.031292795219,6538.355461161163,4920.740488049237,4941.833110899754,6081.316285048521,109.60174834573712,.,.,.,.,0.002798985452352909,.,.,.,.,0.05561057129297753,.,.,.,.,26.59538759093494,.,.,.,.,0.004503758166858889,.,.,.,.,96.46110046943882,-0.007478730879460271,-0.030166742265418933,5089.176974739962,96.49541070537663,-0.011729638647287377,-0.012749596898516402,32.84320543248983,0.006198071785640678
,2021-10-01 00:00:00,158.65305115977907,158.31458289783467,172.14580997766464,150.16846311384197,151.1064783655676,0.0002886989011643415,0.006315391420504524,-0.0030254095890293042,0.0005120538438700972,-0.0007184727307529837,0.02591630814804957,0.07414170970056944,0.02403753814677967,0.0062258589836807765,0.003255651182583641,5314.5651590913,6579.647735144789,4905.853232591568,4944.363595539954,6076.947025130631,109.55453010364717,.,.,.,.,-0.0004308165043225287,.,.,.,.,0.062044513860394446,.,.,.,.,26.583929859021907,.,.,.,.,0.004503237970469253,.,.,.,.,95.73646351979326,-0.007512219393299824,-0.03483075831165017,5050.945960774387,95.78225429356029,-0.007390573360983699,-0.016901115556993695,32.60047531333116,0.006182248531203484
,2021-11-01 00:00:00,158.47422027084318,157.81931939308274,171.74183662036302,150.45045179310048,150.8494065525887,-0.0011271821602459875,-0.0031283505011761026,-0.002346692942186923,0.0018778155773275795,-0.001701262684164706,0.017396007853001327,0.06617447960493306,0.00965194706424799,0.0040425559625900664,-0.004767886041244673,5308.574676054508,6559.064290854987,4894.34070143524,4953.648198519631,6066.60854192313,109.52989005942369,.,.,.,.,-0.00022491123096568533,.,.,.,.,0.06010873196020894,.,.,.,.,26.577950834633413,.,.,.,.,0.004503344563856541,.,.,.,.,95.08831499013746,-0.006770132359462,-0.0338970106073766,5016.750388079454,96.09587536892136,0.003274312947363578,-0.013677506853420729,32.707219471739805,0.006245177770016011
,2021-12-01 00:00:00,158.78834935209073,158.32424513257095,171.24439850659334,151.5956155608055,150.8494328546709,0.00198220935058524,0.003199391186262668,-0.002896429452243887,0.007611567489872684,1.7435986521263658e-07,0.015713380717118808,0.06551205480940081,0.0010586073416773978,0.010274750067274852,-0.007810052662891587,5319.097382415663,6580.0493033372795,4880.164588878287,4991.353226103749,6066.6095996961785,110.01754555931844,.,.,.,.,0.004452259557917726,.,.,.,.,0.04732396052495602,.,.,.,.,26.696282770266777,.,.,.,.,0.004513117904257983,.,.,.,.,95.15451121683171,0.0006961552184525654,-0.02442135710282778,5020.24282504179,97.0523139490033,0.009952961835355545,-0.012266037063800694,33.03275317888263,0.006302899132461212
,2022-01-01 00:00:00,159.55847373181672,158.29323761653902,172.0158086586608,152.64079846208298,152.26235088651018,0.004850005575776528,-0.00019584818488138644,0.0045047321769053905,0.006894545712361033,0.009366412621520936,0.02011441594815655,0.05606206517818868,0.005634369108007409,0.019028249937388164,0.006872790918403204,5344.895034378476,6578.760612624791,4902.148423330402,5025.766339087662,6123.431968420613,111.74647458381398,.,.,.,.,0.015715029959138205,.,.,.,.,0.05132477020454118,.,.,.,.,27.115815653799146,.,.,.,.,0.004616509250884201,.,.,.,.,95.58614968476144,0.0045361850154024275,-0.02023978039973684,5043.015575318425,97.33485957610188,0.0029112714123131767,-0.019499308899291745,33.12892048888231,0.006350328170188248
,2022-02-01 00:00:00,160.9812439897613,160.05096088598896,172.86583944196232,154.18601175604394,154.41487265487953,0.008916920704167497,0.011104222112810591,0.004941585252715264,0.010123199757401613,0.0141369271907128,0.03267862482181494,0.060901040793307715,0.016883379012526012,0.03540287524039365,0.02601865523216995,5392.5550395721275,6651.812631694385,4926.372807685752,5076.643175672272,6209.998480315458,114.48900586581956,.,.,.,.,0.024542441202013876,.,.,.,.,0.06296280092096351,.,.,.,.,27.781303965127158,.,.,.,.,0.0046925942573648825,.,.,.,.,95.93058947496596,0.0036034487354126288,-0.02263509989201473,5061.187823415973,97.72991112510941,0.00405868514865082,-0.029461429952684193,33.26338034646137,0.00635278512059621
,2022-03-01 00:00:00,162.30980188976517,162.61649471809335,173.053358870774,155.2456498854503,157.52161375039483,0.008252873857083287,0.016029480972200583,0.0010847685662882522,0.006872466038507552,0.020119442137279897,0.039977264462587314,0.06344804080534616,0.020421010440646148,0.04305659256001815,0.051466226872311616,5437.059116081095,6758.437735704775,4931.716782053347,5111.532233486701,6334.940185412762,117.81673968705994,.,.,.,.,0.029065968352808058,.,.,.,.,0.08956502648669207,.,.,.,.,28.588794466977287,.,.,.,.,0.00479780652988637,.,.,.,.,95.41227127158189,-0.0054030545024361665,-0.030150806697196386,5033.84194975899,97.73833139100904,8.615853429816411e-05,-0.03049987451617231,33.26624627055782,0.00638804708013512
,2022-04-01 00:00:00,163.20663413475012,165.59565060655723,172.8703977858072,155.6816826977583,159.1096775335362,0.005525434906229698,0.01832013347494943,-0.0010572524345130452,0.0028086636413307,0.010081561160602215,0.03909578556061999,0.06620445508042683,0.016896444038349223,0.03986130284111877,0.05814254282190179,5467.101232308325,6882.253217105022,4926.502712479192,5125.888808222386,6398.8062723407575,121.9540100277441,.,.,.,.,0.03511615031678361,.,.,.,.,0.1285041532319222,.,.,.,.,29.592722870855294,.,.,.,.,0.004939885342169915,.,.,.,.,94.01980604842822,-0.014594194274970551,-0.042106433463258264,4960.377082394711,98.10162917738639,0.0037170451061205867,-0.030916873238040155,33.3898984084568,0.0065068498197599365
,2022-05-01 00:00:00,163.9983238221579,168.04648871949226,173.02529671217712,156.20270739674143,159.60179320373805,0.004850842562895474,0.014800135776259271,0.0008960407817297789,0.003346730906002904,0.00309293361554408,0.035248123119198116,0.07275005376761157,0.008636601631513807,0.03240033829531508,0.059469512881868525,5493.621279661665,6984.111499164773,4930.917059820876,5143.043778717598,6418.597355359834,124.93634852725918,.,.,.,.,0.02445461611993416,.,.,.,.,0.15730354943124292,.,.,.,.,30.316401548605658,.,.,.,.,0.005029906141504644,.,.,.,.,93.06073455716964,-0.010200738882237048,-0.05379027270042991,4909.777571019769,97.88418267822017,-0.0022165432010616826,-0.029226546252587804,33.3158882561554,0.0065600473235734305
,2022-06-01 00:00:00,165.26878139653866,170.57452217583278,174.84572793933907,156.9573156741177,158.68914485324453,0.007746771703340594,0.01504365533373564,0.010521185409034128,0.004830955173264817,-0.005718283812315983,0.03902600024684677,0.08763811900415353,0.013251077875855666,0.03296375225520487,0.05014585995984455,5536.179109539817,7089.178065370586,4982.79615244382,5167.889592666722,6381.893994004907,126.80222755315293,.,.,.,.,0.01493463710032028,.,.,.,.,0.17239294932391291,.,.,.,.,30.76916600392167,.,.,.,.,0.005067117857032435,.,.,.,.,92.40231864000906,-0.007075120568236004,-0.05867806177802304,4875.040302741583,97.51898592063891,-0.0037309067470255863,-0.029475461514035795,33.191589783877355,0.0065829627902945845
,2022-07-01 00:00:00,167.21614980598747,173.75159295672182,176.76009559723894,158.53812020858473,159.71330517033903,0.011783038472198637,0.018625705295038264,0.010948895809247627,0.010071556892252032,0.006453877598506352,0.05219484100921301,0.11473587010733599,0.02104113554085174,0.04457182774107604,0.0606532096229313,5601.412120976507,7221.219006800228,5037.352268355647,5219.938286712141,6423.081956688858,127.3938631232655,.,.,.,.,0.004665813696881349,.,.,.,.,0.17037554052856896,.,.,.,.,30.912729200104383,.,.,.,.,0.005037401561878832,.,.,.,.,93.03279027803502,0.00682311490994314,-0.050365370805005916,4908.303262917793,97.8626855758662,0.003524438364309823,-0.013640463904063371,33.30857149628408,0.006561080727305026
,2022-08-01 00:00:00,168.58393460180451,175.22864431707833,179.03125881422326,159.32931973067926,160.00910356999518,0.00817974099633334,0.008500937086225235,0.012848845828638433,0.004990594823841565,0.001852058595498196,0.062929563835735,0.11771263866005488,0.03815127209981872,0.056902983986505395,0.05997855334209734,5647.230221339817,7282.606135262891,5102.07643103629,5245.988883706579,6434.977880836333,127.00864833123237,.,.,.,.,-0.003023809645056552,.,.,.,.,0.16206306571375273,.,.,.,.,30.81925499139409,.,.,.,.,0.004977052770261228,.,.,.,.,93.44014129471243,0.0043785746451332486,-0.03856241351908274,4929.79463513543,99.36065066820251,0.015306805484865293,0.017615090938555955,33.818419321156426,0.006631554874194433
,2022-09-01 00:00:00,169.3570976708488,176.043240488541,180.39730738009982,159.64205205703956,160.33644651701883,0.004586220335113689,0.004648761477539232,0.0076302237660859085,0.001962804629360937,0.002045777019683559,0.0677764445150344,0.11900634304474522,0.04476276047527472,0.06363076555130531,0.06032018537836503,5673.129663417994,7316.461234120592,5141.006415876769,5256.285734973094,6448.142410707119,127.25154949905499,.,.,.,.,0.001912477386493805,.,.,.,.,0.16103576283876264,.,.,.,.,30.878196119633717,.,.,.,.,0.0049473828169693005,.,.,.,.,94.13464316899098,0.007432585874287856,-0.024118087904096863,4966.435757103678,101.33408616969851,0.019861338348980295,0.05014409938204745,34.4900983897216,0.006712260171109788
,2022-10-01 00:00:00,169.18320803876696,175.93684732948287,180.28782754271793,159.32343061420872,160.24480078305476,-0.0010267631795378707,-0.0006043581040821033,-0.0006068817709745655,-0.0019958490806483153,-0.0005715839159149416,0.06637223048665475,0.11131169415404019,0.047297216040923074,0.06096464803949164,0.06047604653573546,5667.304702766853,7312.039471480549,5137.88643279851,5245.794981921324,6444.45675621763,127.10169621510813,.,.,.,.,-0.0011776146108771757,.,.,.,.,0.16016832982497364,.,.,.,.,30.841833504725702,.,.,.,.,0.004930591538281723,.,.,.,.,93.81085048835658,-0.0034396760824081385,-0.02011368459457008,4949.352826815152,102.96246770387692,0.016069435228847517,0.07496392169169686,35.04433479183181,0.0068444526694048154
,2022-11-01 00:00:00,169.09075839834526,177.1339252894483,179.27897563951657,159.29462715642777,160.31941277225056,-0.0005464469050647791,0.006804020750261763,-0.0055957849010206395,-0.00018078607565696903,0.0004656125430042568,0.06699220926506344,0.12238429344799306,0.04388644705025757,0.05878463811786894,0.06277788183648214,5664.207821651967,7361.790739771236,5109.135925474698,5244.846615232841,6447.457376116173,128.1031736380107,.,.,.,.,0.007879339558204412,.,.,.,.,0.16957274008501577,.,.,.,.,31.08484678350704,.,.,.,.,0.004969484587551683,.,.,.,.,93.23454021687277,-0.0061433221048916575,-0.019495295225885112,4918.947358189271,104.19159801744935,0.011937653991621833,0.08424630732013982,35.462681934943255,0.006969751283936473
,2022-12-01 00:00:00,168.28224670309922,176.54347498337316,177.0695300414442,159.48734711677287,160.3054003698604,-0.0047815250395965014,-0.0033333552853318515,-0.012324064158615977,0.0012098333998160626,-8.740302966347979e-05,0.05978963437649387,0.11507542534339299,0.03401647928721352,0.05205778232287961,0.06268480654017039,5637.1242701232595,7337.251275699313,5046.170606534058,5251.192005844862,6446.893848807874,128.23861838001667,.,.,.,.,0.001057309808644602,.,.,.,.,0.16561969936762444,.,.,.,.,31.117713096911455,.,.,.,.,0.004995832390133779,.,.,.,.,92.43347070879713,-0.008591982179697255,-0.02859602212483703,4876.683850144839,105.8524801408762,0.015940653133553973,0.09067446033792659,36.02798024685374,0.007142643660343851
,2023-01-01 00:00:00,169.06217655938158,177.17268853074057,178.0042694154959,160.69730484364317,159.8258502575786,0.004634653218401619,0.0035640713848341665,0.005278939712738406,0.007586543689791281,-0.002991478210811249,0.0595625077458346,0.11926884052960296,0.03481343257652725,0.052780819169794047,0.04967412710385588,5663.250386264316,7363.40176301437,5072.809036946143,5291.0304034206865,6427.608106331752,129.08226067965816,.,.,.,.,0.006578691429296901,.,.,.,.,0.1551349710172889,.,.,.,.,31.322426929361427,.,.,.,.,0.005039467752402542,.,.,.,.,92.42423310333228,-9.99378839072751e-05,-0.033079233674094044,4876.19648468037,106.52594442396496,0.00636229101285557,0.09442747323919409,36.25720074178963,0.007293920715249294
,2023-02-01 00:00:00,170.66462576616092,179.35260273175345,179.64806132538675,162.15656067343093,160.77132006880285,0.009478460761544127,0.012303895250958208,0.00923456451515725,0.009080773515197427,0.0059156250988217085,0.060152235977350754,0.1205968507712607,0.03923402047112656,0.05169437114696329,0.04116473565425349,5716.929282833322,7454.0002869972195,5119.654219270896,5339.077052176173,6465.631426170959,131.62114015889617,.,.,.,.,0.019668693946558014,.,.,.,.,0.14963999524247207,.,.,.,.,31.93849815829846,.,.,.,.,0.0050923393986295465,.,.,.,.,92.97200248793719,0.0059266857426070185,-0.030840913239679857,4905.096168864276,106.42906485015543,-0.0009094458099705438,0.08901219314432574,36.22422678249375,0.00724218439220559
,2023-03-01 00:00:00,172.7197547804611,182.15796923823686,182.42922730548878,163.30851121582324,161.9787697050262,0.012041915570225159,0.01564162696138416,0.015481191166681452,0.007103940399378894,0.007510354680838605,0.06413631690442201,0.12016907973585322,0.0541790607006718,0.051936149813680554,0.028295519887791887,5785.7720625781485,7570.59297885648,5198.912564946736,5377.005537342524,6514.190611417079,134.4523280519013,.,.,.,.,0.021510130436396935,.,.,.,.,0.14119885178479863,.,.,.,.,32.62549941962608,.,.,.,.,0.005138245881480202,.,.,.,.,93.64020339136941,0.0071871196225865575,-0.018572746006312424,4940.349681790194,105.74084418669254,-0.006466472898468578,0.08187691238219408,35.98998380173678,0.007151929878465003
,2023-04-01 00:00:00,174.18855243767737,184.3547660643761,184.0489807846977,164.08175610622595,163.6651817314224,0.008503935517296224,0.012059844734358727,0.008878804691183406,0.004734871958882891,0.010411315195610227,0.06728843077457336,0.11328265802336257,0.06466452985629845,0.05395672286492181,0.02863122010241015,5834.973895116087,7661.893154728515,5245.072694217437,5402.464970084045,6582.011903116827,136.81635512614332,.,.,.,.,0.017582641435033075,.,.,.,.,0.12186844118547713,.,.,.,.,33.199141877560244,.,.,.,.,0.005181011218687787,.,.,.,.,93.93461068445933,0.0031440266298807806,-0.0009061427325749438,4955.882272750666,106.81838380719061,0.010190382238632445,0.08885433099222717,36.35673549343866,0.007191877141755456
,2023-05-01 00:00:00,174.76922143849592,184.7447135515968,184.27127108041742,165.05917376197948,164.5568600708346,0.0033335657980526623,0.0021152015515808475,0.0012077779228767405,0.005956894166349258,0.005448185924330939,0.06567687623452878,0.09936669881854931,0.06499612820747047,0.05669854583725864,0.03104643605583557,5854.425164525376,7678.099603017443,5251.4075772213955,5434.646882148245,6617.871927721168,137.02720478709102,.,.,.,.,0.0015411144431767276,.,.,.,.,0.09677612962406856,.,.,.,.,33.25030555460883,.,.,.,.,0.005158654157348132,.,.,.,.,93.7603850016328,-0.0018547549359818616,0.007518213216266334,4946.690325643137,108.02021059305693,0.011251123102888672,0.10355123409629385,36.76578960009451,0.00728976964375954
,2023-06-01 00:00:00,175.91928380613123,187.20189804006876,183.98625801361032,166.5807684376596,166.53357397582184,0.006580462842194601,0.013300431937857349,-0.001546703754394252,0.009218479900270804,0.012012345788175338,0.0644435223615416,0.09747866007266914,0.05227768606072236,0.061312546804269896,0.04943267625414349,5892.949991782944,7780.221644199466,5243.285205405853,5484.746065196398,6697.368093698813,136.72768272968398,.,.,.,.,-0.0021858583328211445,.,.,.,.,0.07827508528878568,.,.,.,.,33.17762509714344,.,.,.,.,0.0051148131766944336,.,.,.,.,93.10239378069302,-0.007017795638619817,0.007576380668664839,4911.975463850235,109.33047157842985,0.012129776253714697,0.12111985729018082,37.211750401734804,0.007422200153310114
,2023-07-01 00:00:00,177.25531876394015,190.58361365871454,184.226407055745,167.63304803270063,168.21052317067327,0.007594590706049509,0.018064537026873273,0.0013052553203016792,0.006316933250519963,0.010069736419005215,0.06003707757654175,0.09687405114142034,0.042239802107363555,0.05736745088279038,0.05320294380779167,5937.704535021753,7920.767746168388,5250.129031316068,5519.392839986296,6764.808825103416,137.48020554386687,.,.,.,.,0.005503807269743977,.,.,.,.,0.07917447648825826,.,.,.,.,33.360228351345945,.,.,.,.,0.005109325331679078,.,.,.,.,91.93914816439508,-0.01249426109320051,-0.011755447841255928,4850.6039599214955,110.61395191303662,0.011739456677327453,0.1302975313025232,37.64859613346349,0.007613365614903427
,2023-08-01 00:00:00,178.3346357953014,193.33220601599547,183.99182029553822,168.68202569821037,170.20665735352787,0.006089053004940448,0.014421976289120675,-0.0012733612078522638,0.006257582725007316,0.011866880532969137,0.05783885170629133,0.10331394030623509,0.027707795354678266,0.058700470091382906,0.06373108501962088,5973.859532663177,8035.00087079526,5243.443720671372,5553.930897274323,6845.086003259294,138.77942697215155,.,.,.,.,0.009450243568846828,.,.,.,.,0.09267698535159252,.,.,.,.,33.67549063477851,.,.,.,.,0.005131025946945519,.,.,.,.,91.60081475888364,-0.0036799710707180466,-0.019684543605595684,4832.753877673474,112.07353476679793,0.013195287109069476,0.127946868434345,38.14538016869795,0.00774528824979438
,2023-09-01 00:00:00,178.967588774766,195.20430148325772,183.89772311673346,169.32547953017007,170.73736668507638,0.003549243121740542,0.009683308879780528,-0.0005114204460481275,0.0038145963050675302,0.003118029222829888,0.056746904830617284,0.10884292371318827,0.019403924523430982,0.06065712228298503,0.06486934439421765,5995.062212519726,8112.806266076477,5240.762116344918,5575.116901553666,6866.429181450241,139.6949658926432,.,.,.,.,0.006597079556146079,.,.,.,.,0.09778597150740898,.,.,.,.,33.8976505255884,.,.,.,.,0.005144124021365104,.,.,.,.,91.39120437215203,-0.0022883026453788258,-0.02914377432667281,4821.6950741907285,113.28799525091672,0.010836282505462425,0.11796533163776379,38.558734284484224,0.007850844553928316
,2023-10-01 00:00:00,178.95206503674356,194.74981634786496,183.50306491036142,170.07121174504294,170.5365951593849,-8.674049937595907e-05,-0.002328253690822124,-0.0021460744574934854,0.004404134669761861,-0.0011759085289269056,0.057741291888365964,0.10693023834370763,0.017833912646607608,0.0674588859240628,0.06422544959985022,5994.542197829622,8093.917594944559,5229.51505062923,5599.670467187774,6858.3548888125015,139.98839463518016,.,.,.,.,0.0021004961822492785,.,.,.,.,0.10138887838493083,.,.,.,.,33.96885241110462,.,.,.,.,0.005144310177054364,.,.,.,.,91.88688582997968,0.005423732636339773,-0.020508977888604618,4847.846659127096,114.42941138030947,0.010075349350693985,0.11137013255560091,38.94722700292098,0.007874579943638148
